heldout_site,mapping,missing_indicators,domain,conformal_method,alpha,metric,n_repeats,mean,sd,min,q25,median,q75,max
Cleveland,isotonic,False,ood_test,marginal,0.05,class0_coverage,10,0.9134146341463414,0.19118228026449177,0.3719512195121951,0.948170731707317,0.9786585365853658,0.9817073170731707,1.0
Cleveland,isotonic,False,ood_test,marginal,0.05,class1_coverage,10,0.8582733812949641,0.11860446772985656,0.6115107913669064,0.7913669064748201,0.89568345323741,0.9100719424460432,1.0
Cleveland,isotonic,False,ood_test,marginal,0.05,class0_avg_set_size,10,1.553048780487805,0.26011575416623706,1.0609756097560976,1.4085365853658538,1.5975609756097562,1.6859756097560976,2.0
Cleveland,isotonic,False,ood_test,marginal,0.05,class1_avg_set_size,10,1.6143884892086333,0.2573042030435258,1.2014388489208634,1.4100719424460433,1.669064748201439,1.7949640287769784,2.0
Cleveland,isotonic,False,ood_test,marginal,0.05,class0_singleton_accuracy,9,0.8334341049069186,0.2786254308164492,0.10434782608695652,0.8409090909090909,0.9354838709677419,0.9620253164556962,0.9857142857142858
Cleveland,isotonic,False,ood_test,marginal,0.05,class1_singleton_accuracy,9,0.5491372784284532,0.29683648121444584,0.10256410256410256,0.37254901960784315,0.44,0.8198198198198198,0.9857142857142858
Cleveland,isotonic,False,ood_test,marginal,0.05,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland,isotonic,False,ood_test,marginal,0.1,coverage,10,0.8485148514851485,0.12167485280826719,0.5313531353135313,0.8473597359735974,0.8828382838283828,0.91996699669967,0.9405940594059405
Cleveland,isotonic,False,ood_test,marginal,0.1,avg_set_size,10,1.4013201320132014,0.22692792411156784,1.0891089108910892,1.2087458745874589,1.4240924092409242,1.5915841584158417,1.7062706270627064
Cleveland,isotonic,False,ood_test,marginal,0.1,singleton_rate,10,0.5986798679867986,0.22692792411156784,0.29372937293729373,0.40841584158415845,0.5759075907590758,0.7912541254125413,0.9108910891089109
Cleveland,isotonic,False,ood_test,marginal,0.1,singleton_accuracy,10,0.7450962775556709,0.1505681349451855,0.43873517786561267,0.6519284166328051,0.8155966840177367,0.8343581081081081,0.8841463414634146
Cleveland,isotonic,False,ood_test,marginal,0.1,class0_coverage,10,0.8792682926829268,0.204201036535314,0.3048780487804878,0.9039634146341464,0.948170731707317,0.961890243902439,0.9817073170731707
Cleveland,isotonic,False,ood_test,marginal,0.1,class1_coverage,10,0.8122302158273381,0.10955060102277396,0.5611510791366906,0.7643884892086331,0.8381294964028777,0.8920863309352518,0.920863309352518
Cleveland,isotonic,False,ood_test,marginal,0.1,class0_avg_set_size,10,1.3969512195121951,0.2287366623534737,1.0304878048780488,1.2515243902439024,1.420731707317073,1.565548780487805,1.6951219512195121
Cleveland,isotonic,False,ood_test,marginal,0.1,class1_avg_set_size,10,1.4064748201438848,0.24380954248677045,1.1079136690647482,1.183453237410072,1.3812949640287768,1.643884892086331,1.7194244604316546
Cleveland,isotonic,False,ood_test,marginal,0.1,class0_singleton_accuracy,10,0.8181522921439026,0.25222787241539824,0.11627906976744186,0.836110088365243,0.8977611940298508,0.9311904761904761,0.9711538461538461
