repeat,metric,clean,targeted,random_mean,random_sd,random_min,random_q05,random_median,random_q95,random_max,targeted_minus_random_median,targeted_severity_percentile_among_random
13,log_loss,0.5450563385264011,0.633818254519941,0.5630994464738805,0.025213313408090115,0.5366237732547764,0.5393956304492482,0.5561990903103544,0.6230439370281297,0.6307845272709544,0.07761916420958659,1.0
13,ece,0.07813519534483866,0.11923461617293403,0.0929201897995516,0.019056518170256165,0.06311526652031528,0.06562842683989967,0.09506600916534305,0.12003518083401847,0.1236246967397823,0.024168607007590978,0.9
13,hcep_090,0.02,0.05333333333333334,0.02733333333333333,0.01383275204866212,0.006666666666666667,0.006666666666666667,0.023333333333333334,0.04666666666666667,0.04666666666666667,0.030000000000000002,1.0
13,aurc,0.1704703495214947,0.23368049711265365,0.18715298709391157,0.013991699432038986,0.16951440567154463,0.17651487404960486,0.18298108534841828,0.2190074126914252,0.22985024921722916,0.05069941176423537,1.0
13,excess_aurc,0.1291549409292613,0.18798498841757075,0.14743346232546842,0.012272751073254358,0.1302970208536944,0.13069136964862976,0.14597309201228084,0.16614928177189786,0.1746420964061535,0.042011896405289906,1.0
14,auroc,0.8137566137566137,0.6732275132275132,0.7977566137566139,0.02647595051112877,0.7375661375661376,0.7472169312169312,0.8073015873015873,0.8318201058201058,0.8332275132275133,-0.13407407407407412,1.0
14,average_precision,0.6841850204716734,0.498234098179188,0.6402276359760093,0.041882263716241236,0.5305585056203282,0.5756253241582618,0.6369774149996712,0.6938540021708905,0.7106372727645646,-0.1387433168204832,1.0
14,brier,0.15358530000929652,0.19401084047985714,0.16349468687778274,0.008579828422069946,0.15249648372972927,0.15436513192206444,0.160046635853629,0.17934607382639045,0.18197528966580243,0.03396420462622815,1.0
14,log_loss,0.48516284127347764,0.5854957652132318,0.5064184977659265,0.019769649868290266,0.47935299151189353,0.48207345721822076,0.49896609410910864,0.54067202240142,0.5482903964320595,0.08652967110412313,1.0
14,ece,0.10604742788831902,0.10219321165438479,0.11347054038864453,0.019758618474815262,0.08194904331231719,0.08350151596222932,0.11186097619291037,0.14125605538421654,0.15655282843724863,-0.00966776453852558,0.2
14,hcep_090,0.02,0.03333333333333333,0.015333333333333332,0.006155870112510925,0.006666666666666667,0.006666666666666667,0.013333333333333334,0.02666666666666667,0.02666666666666667,0.019999999999999997,1.0
14,aurc,0.12988211013684253,0.21389176746018046,0.13824332921886448,0.015993258487358584,0.10676858332440768,0.11312261484676134,0.13384900681028494,0.1668440346013951,0.16886733359268777,0.08004276064989552,1.0
14,excess_aurc,0.10025652858660751,0.17671180035610737,0.10897519119300632,0.013082156761635617,0.08057030300458336,0.08195805895925894,0.10684875242984467,0.12772852066923374,0.13168736648861468,0.0698630479262627,1.0
15,auroc,0.7206349206349206,0.6656084656084655,0.7146031746031747,0.01648442799112951,0.6827513227513228,0.6917989417989417,0.7143915343915344,0.7392698412698413,0.7475132275132275,-0.04878306878306882,1.0
15,average_precision,0.5356905527865428,0.45553873746286666,0.5132505252329066,0.023727827555483024,0.4788962719109191,0.4866915058454307,0.5082841718421998,0.5441426001508968,0.560343781790545,-0.0527454343793331,1.0
15,brier,0.1857593616760663,0.21490641189821608,0.19105124920288374,0.008845638850899614,0.18187216901829392,0.1819847579243507,0.1888223582467327,0.20944760510409843,0.21151627708311344,0.026084053651483363,1.0
15,log_loss,0.5381371337535584,0.6377252756841705,0.558004325645823,0.026862610223917723,0.5320268079142458,0.5323033190580182,0.5491516007907913,0.6210056225826212,0.6263265712752638,0.0885736748933792,1.0
15,ece,0.09998151827793016,0.14619056882143533,0.11767825791253254,0.029004270888019386,0.04279855945487667,0.08401108463506467,0.11889597037982724,0.15083790350921122,0.1726887231466593,0.027294598441608087,0.85
15,hcep_090,0.006666666666666667,0.04666666666666667,0.015666666666666662,0.013896021560312805,0.0,0.0,0.013333333333333334,0.041000000000000016,0.06,0.03333333333333333,0.95
15,aurc,0.14845312634421365,0.1840082079933883,0.15986841828429407,0.015490217067639589,0.1380871991829199,0.1405369004011598,0.157658876308711,0.17726015308640064,0.20445283564341066,0.02634933168467729,0.95
15,excess_aurc,0.0907065413597827,0.1383126992983054,0.1067064002953734,0.011957035386759083,0.09034099117756964,0.09038128998421019,0.1061269523083341,0.12692097599784027,0.12732275257644027,0.03218574698997129,1.0
16,auroc,0.747936507936508,0.6431746031746032,0.731925925925926,0.029605931964252406,0.670899470899471,0.6741164021164021,0.7410582010582011,0.7686137566137566,0.7754497354497355,-0.0978835978835979,1.0
16,average_precision,0.5603300391224679,0.4238584163708597,0.5405287819239727,0.03461186540899551,0.47171044200088136,0.47794641066211335,0.5490549452342524,0.5790302778627888,0.5874537897708376,-0.12519652886339266,1.0
16,brier,0.1816343619758947,0.23959766966083748,0.19487067096137997,0.023000167184988388,0.17461184782654773,0.17509153036643596,0.18436772258295558,0.23962274130899805,0.2472717028513076,0.0552299470778819,0.95
16,log_loss,0.5601587177266328,0.7840255613491607,0.608501632178952,0.09885389824098227,0.5188160633566271,0.5197080267024504,0.5700000022850003,0.7965035926294888,0.8437648070487394,0.21402555906416043,0.9
16,ece,0.1348867048890488,0.20266953141049124,0.13061668142111013,0.046013664268715254,0.08098843012320149,0.08407200025262793,0.11457901262043392,0.21975730401722562,0.22518855978627447,0.08809051879005732,0.8
16,hcep_090,0.04666666666666667,0.15333333333333332,0.06599999999999999,0.045365313797067826,0.013333333333333334,0.01966666666666667,0.05333333333333334,0.154,0.16666666666666666,0.09999999999999998,0.95
16,aurc,0.14538470273661808,0.21146000127736508,0.1561584186949442,0.019898155107943957,0.12833490778570222,0.13265831090638988,0.15019572749670979,0.191530742923677,0.20109230778062032,0.0612642737806553,1.0
16,excess_aurc,0.11018209328626202,0.16348127303737642,0.11477343454004171,0.01625052440619057,0.08486031333957494,0.09772117052227727,0.11193392438478991,0.143434709052355,0.1507674669139649,0.051547348652586505,1.0
17,auroc,0.8518518518518519,0.7739682539682539,0.8237989417989418,0.02767184106406795,0.7316402116402116,0.7698412698412698,0.8331216931216932,0.8448571428571429,0.8486772486772486,-0.05915343915343929,0.9
