heldout_site,mapping,missing_indicators,domain,metric,n_repeats,mean,sd,min,q25,median,q75,max
Cleveland,platt,False,id_test,average_precision,10,0.9133222799062686,0.031233347281954583,0.8654764860484321,0.8924541126874752,0.9207852143046356,0.9311025660917853,0.9578735975256529
Cleveland,platt,False,id_test,pr_skill,10,0.7760825564245275,0.08068614714504933,0.6524809222917829,0.7221731244426441,0.7953618036203085,0.8220149624037789,0.8911734602746034
Cleveland,platt,False,id_test,brier,10,0.12070012910921415,0.013201504975820547,0.09769429190984172,0.1105977972562057,0.1260766286911043,0.12998712822289707,0.1373587670777955
Cleveland,platt,False,id_test,log_loss,10,0.39784207373029645,0.04289311776663605,0.3185971077434388,0.37159358549272004,0.4101541227196102,0.4316889576068367,0.44225960366968964
Cleveland,platt,False,id_test,ece,10,0.11143209590439693,0.018928236609994126,0.08554229611393395,0.0958333323728728,0.11336642312375382,0.1187480746451365,0.14411052418823195
Cleveland,platt,False,id_test,calibration_intercept,10,0.037071868377904015,0.34044717814454,-0.3984861366488417,-0.2473746271989901,0.06550881141082998,0.13890750172951027,0.6222236843920872
Cleveland,platt,False,id_test,calibration_slope,10,1.0893297059176565,0.24086834192180992,0.748515323674123,0.8886118848189217,1.1158361919929187,1.2479992510069913,1.5190140840536475
Cleveland,platt,False,id_test,hcep_090,10,0.022580645161290325,0.021772534119695253,0.0,0.010752688172043012,0.021505376344086023,0.02956989247311828,0.07526881720430108
Cleveland,platt,False,id_test,aurc,10,0.0798281436192114,0.02794331972249938,0.04206558015935791,0.057991108986070156,0.07537270736016803,0.10436284892616743,0.11843332340459503
Cleveland,platt,False,id_test,excess_aurc,10,0.06588355157030859,0.027541314417714312,0.030122282217835365,0.041647787656074825,0.06160699574075813,0.0875520003493778,0.10972822426297406
Cleveland,platt,False,ood_test,prevalence,10,0.45874587458745875,0.0,0.45874587458745875,0.45874587458745875,0.45874587458745875,0.45874587458745875,0.45874587458745875
Cleveland,platt,False,ood_test,auroc,10,0.7509957887348657,0.14070704869471112,0.5232496929285839,0.6163800666783646,0.8191788032988243,0.8637589928057554,0.868880505351816
Cleveland,platt,False,ood_test,average_precision,10,0.7357068450143,0.13538141117933672,0.5487658890123059,0.5941394902325441,0.7915624064648599,0.85121183633571,0.8548788437728725
Cleveland,platt,False,ood_test,pr_skill,10,0.5117022807276395,0.2501254121179209,0.166317465675175,0.25014796061256633,0.6148988363344666,0.7251047951812202,0.7318798150193925
Cleveland,platt,False,ood_test,brier,10,0.23004310083527585,0.0893849466632526,0.15293879573316968,0.16135013563645711,0.19958308445885597,0.2751357173514167,0.42722672994509614
Cleveland,platt,False,ood_test,log_loss,10,0.7624119271319997,0.3100919380592619,0.47967164922550865,0.531017639318775,0.6015059470253115,0.9956816900901151,1.387855062877816
Cleveland,platt,False,ood_test,ece,10,0.17599532695370265,0.11102062249744542,0.06869432615473106,0.1070106502954763,0.13275329831492697,0.21987023058677896,0.4338942688502881
Cleveland,platt,False,ood_test,calibration_intercept,10,-0.013154569401538307,0.5553979891896057,-0.8867499373100602,-0.2206276974423103,-0.1606675130237985,0.07934672657526598,1.1995703643974183
Cleveland,platt,False,ood_test,calibration_slope,10,0.48469469287579453,0.2949256621419925,0.031064832250188985,0.19985217980394882,0.6264835284918889,0.6932764545040633,0.7990022956484284
Cleveland,platt,False,ood_test,hcep_090,10,0.09603960396039604,0.07863208975525068,0.0231023102310231,0.04372937293729373,0.0594059405940594,0.13036303630363036,0.26732673267326734
Cleveland,platt,False,ood_test,aurc,10,0.23616465370813522,0.14797538556187942,0.09352962598057345,0.12074848645207834,0.1704079178927643,0.3743391333953452,0.4761596791172322
Cleveland,platt,False,ood_test,excess_aurc,10,0.16960124720325687,0.09658228039510207,0.06786810107371202,0.09535941142058847,0.12687429912523043,0.2490354954139216,0.3284491055735177
Cleveland,platt,True,id_test,prevalence,10,0.6129032258064517,1.1702778228589004e-16,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516,0.6129032258064516
Cleveland,platt,True,id_test,auroc,10,0.9034600389863547,0.022348127098134957,0.8737816764132553,0.8901072124756335,0.9030214424951267,0.9137426900584795,0.9488304093567251
Cleveland,platt,True,id_test,average_precision,10,0.9228331551782697,0.029675690001416566,0.8758661421000526,0.9102869363947396,0.9285539152676778,0.9421454344950617,0.96930512956265
Cleveland,platt,True,id_test,pr_skill,10,0.8006523175438633,0.07666219917032611,0.6793208670918026,0.7682412523530772,0.8154309477748344,0.8505423724455761,0.9207049180368458
Cleveland,platt,True,id_test,brier,10,0.11470618804764784,0.009357358691572873,0.09394416389184872,0.11015147782964119,0.11656721908210241,0.12242531199991015,0.12324219248267917
Cleveland,platt,True,id_test,log_loss,10,0.3754181620285071,0.03470887432717327,0.305390780561245,0.35343756488991784,0.3832136911249899,0.395140563263228,0.4225848936945853
Cleveland,platt,True,id_test,ece,10,0.09858941514065024,0.017235677249994225,0.07055665960234347,0.08930978720493556,0.10260074162966462,0.11024459802866744,0.12012808018530315
Cleveland,platt,True,id_test,calibration_intercept,10,-0.001715616066785064,0.29756393702592276,-0.3604533710102201,-0.19628630057100196,-0.05536948673766366,0.1162897403642986,0.5323549332126879
Cleveland,platt,True,id_test,calibration_slope,10,1.1198445456128405,0.17468202865903876,0.8179236363302912,0.9990409170521212,1.1926385478261197,1.234607971849281,1.3075066778637134
Cleveland,platt,True,id_test,hcep_090,10,0.022580645161290325,0.01992393134005347,0.0,0.010752688172043012,0.021505376344086023,0.02956989247311828,0.06451612903225806
Cleveland,platt,True,id_test,aurc,10,0.06629728824634847,0.024648863040661963,0.03379733010744392,0.04858279503388872,0.061080884568832094,0.07486064775345387,0.11084946819858381
Cleveland,platt,True,id_test,excess_aurc,10,0.05462983842738919,0.024651509689325585,0.02651137682800657,0.038492781397730796,0.04633503862219619,0.06372689951190671,0.10356351491914645
Cleveland,platt,True,ood_test,prevalence,10,0.45874587458745875,0.0,0.45874587458745875,0.45874587458745875,0.45874587458745875,0.45874587458745875,0.45874587458745875
Cleveland,platt,True,ood_test,auroc,10,0.8040752763642744,0.12531576647585113,0.48131251096683625,0.7715937006492366,0.8556983681347605,0.875164502544306,0.894718371644148
Cleveland,platt,True,ood_test,average_precision,10,0.7868928694359838,0.11111671410775947,0.533247770536845,0.7288148854923501,0.8313575490104168,0.8583894245632827,0.8861250886338534
Cleveland,platt,True,ood_test,pr_skill,10,0.6062715819457506,0.2052949047234824,0.13764679556502465,0.49896896526940293,0.688422788720465,0.7383658270894797,0.7896091576588877
Cleveland,platt,True,ood_test,brier,10,0.22825910045500047,0.09287097472357336,0.14929717865239805,0.17050354087999953,0.20473046815253348,0.24562309918316325,0.4674582421131651
Cleveland,platt,True,ood_test,log_loss,10,0.7404480071269524,0.3247667641021674,0.515001971885122,0.5390800544407199,0.6270133618223748,0.8085502232453827,1.5929829364251127
Cleveland,platt,True,ood_test,ece,10,0.2120118996403461,0.10441492815272807,0.12077085212440072,0.1515461263672004,0.16406399769971605,0.25504288837533934,0.46195273040296814
Cleveland,platt,True,ood_test,calibration_intercept,10,0.691076499457701,0.9270424372089647,-1.0484047407815567,0.09995996667943188,0.8913875961406857,1.1389935984590314,2.194532311831068
