target_definition,model,mapping,domain,weighting,metric,n_repeats,mean,sd,min,q25,median,q75,max
cpi_constant_2018usd,lightgbm,isotonic,id_test,survey_weighted,aurc,10,0.07377029687208628,0.0016260518594895929,0.07062479132467457,0.07323529260471222,0.07406202331794848,0.07504836774984273,0.07550827682792573
cpi_constant_2018usd,lightgbm,isotonic,id_test,survey_weighted,excess_aurc,10,0.054366858427865275,0.0013103178472934907,0.05221405739761968,0.053768734743482566,0.054163372288841605,0.05551975669954813,0.05615336666749242
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,prevalence,10,0.4119133333333333,0.0010140007548637222,0.4106666666666667,0.4109,0.41223333333333334,0.4126666666666667,0.4132
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,auroc,10,0.8865238770954473,0.0013173292403952294,0.8849923728958313,0.8854581246364651,0.8864564062697289,0.8872243220933478,0.889071261906767
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,average_precision,10,0.8308704884320803,0.002685366762365129,0.8270844395835273,0.829168656418636,0.8306099517872443,0.8324031448012724,0.8362049463426909
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,pr_skill,10,0.7124071748062321,0.004540058416008958,0.706591243637207,0.7089756926764321,0.712182654248364,0.7154623604773455,0.7211840893259606
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,brier,10,0.13469724494515273,0.0009831293102994028,0.13302599882279453,0.1340274920122157,0.13475871901365458,0.13534421615406014,0.1362713896253482
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,log_loss,10,0.4176024380763413,0.0031459426617095284,0.41139544753948065,0.4154143125161809,0.418085278895512,0.4200452573495418,0.42097989357932786
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,ece,10,0.014137882995699324,0.0024228061818554686,0.010808308222229616,0.011872263623769362,0.014815213241442218,0.015366751218190613,0.01737671053354715
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,calibration_intercept,10,-0.02932033290076278,0.022218512759363634,-0.05631893605745338,-0.04924721428577758,-0.031530923490838816,-0.00935610469704192,0.004871340048864218
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,calibration_slope,10,0.9838296681820917,0.03305571294347665,0.9411650911328302,0.966335058319687,0.976527360187643,0.9910178668049467,1.0643137174742932
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,hcep_080,10,0.04464666666666667,0.004894446336233711,0.03866666666666667,0.041183333333333336,0.042866666666666664,0.04936666666666667,0.0518
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,hcep_090,10,0.013319999999999999,0.0032897596444905392,0.008133333333333333,0.011033333333333332,0.013066666666666667,0.015916666666666666,0.018266666666666667
cpi_constant_2018usd,lightgbm,isotonic,id_test,unweighted,hcep_095,10,0.004673333333333333,0.0010613059739633857,0.003533333333333333,0.0037833333333333334,0.004266666666666667,0.005666666666666667,0.0062
