repeat,target_definition,marginal_coverage,marginal_worst_class_coverage,marginal_avg_set_size,marginal_singleton_rate,marginal_ambiguous_rate,marginal_empty_rate,label_conditional_coverage,label_conditional_worst_class_coverage,label_conditional_avg_set_size,label_conditional_singleton_rate,label_conditional_ambiguous_rate,label_conditional_empty_rate,domain_family,condition_id,delta_coverage,delta_worst_class_coverage,delta_avg_set_size,delta_singleton_rate,delta_ambiguous_rate,delta_empty_rate,analysis_id,horizon_day,scenario,heldout_site
3,cpi_constant_2018usd,0.8978090124846166,0.8707874946734127,1.2439308269244018,0.7560691730755983,0.2439308269244017,0.0,0.8979894307173356,0.8948873842180632,1.2549879764938674,0.7450120235061326,0.2549879764938673,0.0,ACSIncome,cpi_constant_2018usd,0.00018041823271897073,0.024099889544650588,0.011057149569465574,-0.011057149569465685,0.011057149569465574,0.0,,,,
4,unadjusted_reported_income_50000,0.8748283807507374,0.7925912500603053,1.2430807482242932,0.7569192517757067,0.2430807482242932,0.0,0.887535550706338,0.8435329905819429,1.246622721969752,0.753377278030248,0.246622721969752,0.0,ACSIncome,unadjusted_reported_income_50000,0.012707169955600617,0.05094174052163758,0.0035419737454589484,-0.0035419737454587263,0.003541973745458782,0.0,,,,
4,survey_year_adjusted_50000,0.8758890099039982,0.8089104671179445,1.2510837909534072,0.7489162090465928,0.2510837909534072,0.0,0.8854469252194557,0.8430905291778474,1.2514183711271814,0.7485816288728186,0.2514183711271813,0.0,ACSIncome,survey_year_adjusted_50000,0.009557915315457466,0.03418006205990298,0.00033458017377419047,-0.00033458017377419047,0.00033458017377407945,0.0,,,,
4,cpi_constant_2018usd,0.9005829271839264,0.8691095209530335,1.2510837909534072,0.7489162090465928,0.2510837909534072,0.0,0.8973170195908194,0.8954036723996383,1.2514183711271814,0.7485816288728186,0.2514183711271813,0.0,ACSIncome,cpi_constant_2018usd,-0.0032659075931069648,0.02629415144660474,0.00033458017377419047,-0.00033458017377419047,0.00033458017377407945,0.0,,,,
5,unadjusted_reported_income_50000,0.8668134601753945,0.7800049808913709,1.2211351145018126,0.7788648854981876,0.2211351145018125,0.0,0.8830184683004665,0.8321035399533987,1.237267605249908,0.762732394750092,0.237267605249908,0.0,ACSIncome,unadjusted_reported_income_50000,0.016205008125071974,0.05209855906202776,0.01613249074809553,-0.01613249074809553,0.0161324907480955,0.0,,,,
5,survey_year_adjusted_50000,0.8676535364786787,0.7986768406626104,1.226905372199813,0.7730946278001867,0.2269053721998133,0.0,0.8774001220042352,0.8286533197385583,1.2310812478440143,0.7689187521559854,0.2310812478440146,0.0,ACSIncome,survey_year_adjusted_50000,0.009746585525556517,0.029976479075947915,0.004175875644201188,-0.004175875644201299,0.004175875644201299,0.0,,,,
5,cpi_constant_2018usd,0.8918950953622262,0.8604795808098181,1.226905372199813,0.7730946278001867,0.2269053721998133,0.0,0.8913172068856999,0.8840059600918969,1.2310812478440143,0.7689187521559854,0.2310812478440146,0.0,ACSIncome,cpi_constant_2018usd,-0.0005778884765262893,0.02352637928207879,0.004175875644201188,-0.004175875644201299,0.004175875644201299,0.0,,,,
6,unadjusted_reported_income_50000,0.8711269938058908,0.7850583690058167,1.2373882591616017,0.7626117408383984,0.2373882591616016,0.0,0.888262099805666,0.8433040260466718,1.247429790363516,0.7525702096364841,0.2474297903635158,0.0,ACSIncome,unadjusted_reported_income_50000,0.01713510599977519,0.05824565704085505,0.010041531201914422,-0.010041531201914311,0.0100415312019142,0.0,,,,
6,survey_year_adjusted_50000,0.8734065400421576,0.8073561475253951,1.2413688380078076,0.7586311619921924,0.2413688380078076,0.0,0.8846902438996944,0.841221615692395,1.2471788552331853,0.7528211447668147,0.2471788552331852,0.0,ACSIncome,survey_year_adjusted_50000,0.011283703857536853,0.03386546816699987,0.005810017225377662,-0.005810017225377662,0.005810017225377606,0.0,,,,
6,cpi_constant_2018usd,0.8972206214914249,0.8674495525982532,1.2413688380078076,0.7586311619921924,0.2413688380078076,0.0,0.8973363992346666,0.894801914128305,1.2471788552331853,0.7528211447668147,0.2471788552331852,0.0,ACSIncome,cpi_constant_2018usd,0.000115777743241674,0.027352361530051827,0.005810017225377662,-0.005810017225377662,0.005810017225377606,0.0,,,,
