mapping,scenario_family,conformal_method,alpha,metric,n_repeats,mean,sd,min,q25,median,q75,max
platt,label_independent_measurement_corruption,marginal,0.1,coverage,20,0.859,0.044447222135422106,0.72,0.855,0.8666666666666667,0.88,0.9266666666666666
platt,label_independent_measurement_corruption,marginal,0.1,avg_set_size,20,1.341,0.08717194140559827,1.16,1.2983333333333333,1.3233333333333333,1.375,1.54
platt,label_independent_measurement_corruption,marginal,0.1,singleton_rate,20,0.659,0.08717194140559824,0.46,0.625,0.6766666666666667,0.7016666666666667,0.84
platt,label_independent_measurement_corruption,marginal,0.1,singleton_accuracy,20,0.7894067095645393,0.04258804116416998,0.6666666666666666,0.7768817204301075,0.798989898989899,0.8138339406559084,0.8607594936708861
platt,label_independent_measurement_corruption,marginal,0.1,class0_coverage,20,0.9733333333333334,0.019688467590363884,0.9333333333333333,0.9619047619047619,0.9666666666666667,0.9904761904761905,1.0
platt,label_independent_measurement_corruption,marginal,0.1,class1_coverage,20,0.5922222222222222,0.11983853117531112,0.2222222222222222,0.55,0.6,0.65,0.7777777777777778
platt,label_independent_measurement_corruption,marginal,0.1,class0_singleton_accuracy,20,0.9637373205765829,0.026303966361650527,0.9195402298850575,0.9456321839080459,0.958492975734355,0.9861992945326279,1.0
platt,label_independent_measurement_corruption,marginal,0.1,class1_singleton_accuracy,20,0.21144475153628473,0.10689963436545466,0.045454545454545456,0.1349206349206349,0.19523809523809524,0.26972624798711753,0.42105263157894735
platt,label_independent_measurement_corruption,marginal,0.1,empty_rate,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
platt,label_independent_measurement_corruption,marginal,0.2,coverage,20,0.7739999999999999,0.05007129420060935,0.6733333333333333,0.7266666666666667,0.79,0.8133333333333334,0.84
platt,label_independent_measurement_corruption,marginal,0.2,avg_set_size,20,1.1096666666666666,0.0703034359004964,1.0,1.0466666666666666,1.13,1.1466666666666667,1.2266666666666666
platt,label_independent_measurement_corruption,marginal,0.2,singleton_rate,20,0.8903333333333334,0.0703034359004964,0.7733333333333333,0.8533333333333334,0.87,0.9533333333333334,1.0
platt,label_independent_measurement_corruption,marginal,0.2,singleton_accuracy,20,0.7481490644322492,0.0394323986869787,0.6689655172413793,0.7245302013422819,0.7565286276223776,0.772235576923077,0.816793893129771
platt,label_independent_measurement_corruption,marginal,0.2,class0_coverage,20,0.9304761904761906,0.03343700312802499,0.8380952380952381,0.9047619047619048,0.9380952380952381,0.9523809523809523,0.9809523809523809
platt,label_independent_measurement_corruption,marginal,0.2,class1_coverage,20,0.40888888888888886,0.12516915130832462,0.13333333333333333,0.3111111111111111,0.4222222222222222,0.4944444444444444,0.6
platt,label_independent_measurement_corruption,marginal,0.2,class0_singleton_accuracy,20,0.9248123735871877,0.03436479383493058,0.8349514563106796,0.9047619047619048,0.9297989244797755,0.9475054824561403,0.9791666666666666
platt,label_independent_measurement_corruption,marginal,0.2,class1_singleton_accuracy,20,0.2885224535990189,0.10334317538494431,0.09375,0.23444976076555024,0.2698412698412699,0.317923186344239,0.4857142857142857
platt,label_independent_measurement_corruption,marginal,0.2,empty_rate,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
platt,label_informed_oracle,label_conditional,0.05,coverage,20,0.9410000000000001,0.03173538250791973,0.8666666666666667,0.93,0.9466666666666667,0.9633333333333334,0.98
