horizon_day,repeat,domain,conformal_method,aggregation,coverage,avg_set_size,singleton_rate,class0_coverage,class1_coverage,class0_avg_set_size,class1_avg_set_size,class0_singleton_accuracy,class1_singleton_accuracy
14,2,id_test,label_conditional,equal_pair,0.8971660228930417,1.5911378426075773,0.40886215739242265,0.9070883725117754,0.8833109015432643,1.6249429412725935,1.5706804801447865,0.7412741970791505,
14,2,id_test,label_conditional,size_weighted,0.8921848234674232,1.5587462854637493,0.44125371453625106,0.9013778661422044,0.879475399428123,1.5991017038403617,1.5248940135211102,0.7395455066193896,
14,2,id_test,marginal,equal_pair,0.894353473687536,1.558442990998339,0.44155700900166106,0.9318060535437327,0.8216153978820293,1.5653991780767855,1.5748728200476876,0.8235194352420395,0.4720214714301425
14,2,id_test,marginal,size_weighted,0.8888602887321857,1.5372825042054379,0.4627174957945622,0.9219256621391629,0.8353261768433554,1.548149042689506,1.5425353156017965,0.8074510054798668,0.5656824989988429
14,2,ood_test,label_conditional,equal_pair,0.8824125270470442,1.5757952267531878,0.42420477324681205,0.9071306132785034,0.8408696820513412,1.582420334308945,1.5605598468824122,0.7142719373879604,0.6748244851603347
14,2,ood_test,label_conditional,size_weighted,0.874286258089075,1.534354777312524,0.4656452226874762,0.9104578021142254,0.8105427170271694,1.533275114105434,1.5369504157061462,0.7753987379205675,0.626475305972556
14,2,ood_test,marginal,equal_pair,0.8934855190266275,1.5697870134433343,0.43021298655666573,0.9446613842156381,0.7981043595199453,1.5453070571828205,1.6187960039815619,0.8736001432908639,0.41035566279496
14,2,ood_test,marginal,size_weighted,0.877426722497145,1.5170346402740769,0.4829653597259231,0.9390335580890221,0.7678532136124253,1.4897054073951572,1.567624068700354,0.8637560395378128,0.4556010022077086
14,3,id_test,label_conditional,equal_pair,0.8967457300555066,1.5953435983446962,0.40465640165530375,0.8848430603427798,0.9089961011290557,1.620750025754833,1.5527381469936392,0.6692718953776112,0.7829417992386523
14,3,id_test,label_conditional,size_weighted,0.8894252538108597,1.556007339197772,0.443992660802228,0.8772997857539188,0.9030632749133392,1.5803205379893592,1.524762208709816,0.687306751063365,0.7881714610529779
14,3,id_test,marginal,equal_pair,0.9037286842778397,1.5714609819476717,0.42853901805232836,0.9248657299056053,0.8577797716237909,1.5577444783001377,1.6064232408033159,0.8252796192285039,0.5383231706174532
14,3,id_test,marginal,size_weighted,0.8971322496453951,1.5407064826539079,0.4592935173460925,0.9145543624405515,0.8618526951699077,1.525474719045777,1.5737402421806377,0.8081504086093434,0.6214368219292675
14,3,ood_test,label_conditional,equal_pair,0.8788048641755141,1.5822176074136598,0.41778239258634,0.8976553033865086,0.850329215637659,1.5911280008035242,1.5671364338521576,0.6867571125578926,0.699901182165857
14,3,ood_test,label_conditional,size_weighted,0.8683859916254283,1.5309288161400838,0.46907118385991625,0.9008192718952044,0.8143644792338179,1.5359933800326042,1.5237279917953872,0.7344689037385728,0.6585275394866527
14,3,ood_test,marginal,equal_pair,0.8880464144775988,1.5634082177350237,0.43659178226497647,0.9411042924060323,0.7910691279160381,1.5483681628769217,1.5986021253551728,0.8583827904522242,0.4518488782755086
14,3,ood_test,marginal,size_weighted,0.8732394366197183,1.5134183479253902,0.4865816520746098,0.9366599656625169,0.7607139796652082,1.4967684217404489,1.5492161492011471,0.8520474275398504,0.49177637466488805
14,4,id_test,label_conditional,equal_pair,0.9329860116273065,1.6650496610715442,0.33495033892845594,0.9437556566048877,0.9190312302460105,1.6900898381445453,1.6468932803135528,0.8183610423686923,0.7729668122128174
14,4,id_test,label_conditional,size_weighted,0.9235242122143604,1.6308152752184841,0.3691847247815158,0.9353446093948523,0.90865882089293,1.6616008023662912,1.6031141070926334,0.7976912342433328,0.76375816975062
14,4,id_test,marginal,equal_pair,0.9209631639067494,1.5971526553967477,0.40284734460325217,0.9580217575020692,0.8458729530001797,1.5957459678676127,1.6225135616501163,0.8764871339724157,0.5582941757823403
14,4,id_test,marginal,size_weighted,0.9213620512087629,1.6007099595768124,0.39929004042318755,0.9508384346635523,0.8730414595975406,1.6038056927051738,1.6127933091656088,0.861016176260211,0.6440380349388151
14,4,ood_test,label_conditional,equal_pair,0.9059132974796648,1.6432538792942202,0.35674612070578005,0.9291473418500461,0.8683703618714149,1.640863998613758,1.6510280074969867,0.7686668173015297,0.671400704001759
14,4,ood_test,label_conditional,size_weighted,0.8994099733536354,1.6026836695850781,0.397316330414922,0.936787281935111,0.8340051484539382,1.595394480395073,1.619331886080006,0.8085457964523488,0.6238408446681875
14,4,ood_test,marginal,equal_pair,0.9021942525205695,1.5934058520033298,0.40659414799667026,0.9549953704699448,0.7946377162918938,1.5730284479289134,1.6364787312616116,0.8631330499989563,0.4704144039693861
14,4,ood_test,marginal,size_weighted,0.8952226874762086,1.5749904834411876,0.4250095165588123,0.9512071377734328,0.7929390615791065,1.5520151710316294,1.6184474310486305,0.8586711782573699,0.5098398670931195
14,5,id_test,label_conditional,equal_pair,0.907027976222548,1.6076678727516567,0.39233212724834327,0.929506101051644,0.8792656405550117,1.6446924803763734,1.5487543485744744,0.8013781250323474,0.7065880989972659
14,5,id_test,label_conditional,size_weighted,0.9031564501761457,1.5840139895577539,0.4159860104422459,0.9214616682895597,0.8858676557478689,1.620662025746397,1.53323161438957,0.7841203652578089,0.7480323741352758
14,5,id_test,marginal,equal_pair,0.9111404702744755,1.5817580020126931,0.4182419979873072,0.9520638921520967,0.8407253896214855,1.5833553401183194,1.6028102396889234,0.8855135800042778,0.501477081015135
14,5,id_test,marginal,size_weighted,0.9053450023094755,1.564218077768574,0.43578192223142603,0.9429777717602844,0.8514175251556347,1.5723736087860278,1.5710165756157943,0.8651000187781271,0.5901459274845726
