horizon_day,domain,aggregation,metric,n_repeats,mean,sd,min,q25,median,q75,max
14,ood_test,equal_pair,hcep_090,10,0.005045226977445811,0.0036638191504034675,0.0010738219215767472,0.0025059880548142003,0.003950540641086385,0.006202888538403076,0.01313937760240985
14,ood_test,equal_pair,hcep_095,10,0.0008750855231446314,0.0004247871703711773,0.00014358830886709235,0.0005839342787870789,0.0009834124417249113,0.0010829922648311753,0.001583126846010367
14,ood_test,equal_pair,aurc,10,0.24925927987604696,0.00552745651522783,0.24139739106594924,0.24636862590685332,0.24833630665822404,0.25105492080368963,0.2614513915516984
14,ood_test,equal_pair,excess_aurc,10,0.1856054842974541,0.005062867064460905,0.18076461366544994,0.18274649710808194,0.1841184223021739,0.18602667643208717,0.19727837214448962
14,ood_test,size_weighted,prevalence,10,0.4125428245146555,0.0,0.4125428245146555,0.4125428245146555,0.4125428245146555,0.4125428245146555,0.4125428245146555
14,ood_test,size_weighted,auroc,10,0.6881121877674322,0.005040345846118113,0.677192575663617,0.6865900298359322,0.6879170161976182,0.690608719577676,0.6952894096188317
14,ood_test,size_weighted,average_precision,10,0.6080117445017119,0.0051829269483987216,0.5987417739178647,0.6064344977833651,0.606653058687538,0.6093042913786891,0.6163349483153016
14,ood_test,size_weighted,pr_skill,10,0.33950779217197413,0.008927858972533832,0.3228786971783588,0.3370765051527703,0.3377174419224962,0.3422378561950314,0.353431318444748
14,ood_test,size_weighted,brier,10,0.21453835606166088,0.002413532783219957,0.211494557108715,0.2128216652792346,0.2138671439417279,0.21550961705218807,0.2189501175293442
14,ood_test,size_weighted,log_loss,10,0.6210108862031954,0.0074158180120060865,0.6122854199713345,0.6162815752234182,0.6183961320395533,0.6231570865233891,0.6351585621628946
14,ood_test,size_weighted,ece,10,0.05643965483838718,0.010287397414533949,0.042212488089490637,0.04931156869117984,0.05426571639058231,0.06207927123042856,0.07470414001526632
