repeat,target_definition,metric,delta_ood_minus_id
4,"domain
    survey_year_adjusted_50000
Name: 13, dtype: object",hcep_080,0.019000287255204883
4,"domain
    survey_year_adjusted_50000
Name: 13, dtype: object",hcep_090,0.012158489691139151
4,"domain
    survey_year_adjusted_50000
Name: 13, dtype: object",hcep_095,0.004924058729212096
4,"domain
    survey_year_adjusted_50000
Name: 13, dtype: object",aurc,0.033226433873807554
4,"domain
    survey_year_adjusted_50000
Name: 13, dtype: object",excess_aurc,0.025080362882719767
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",prevalence,0.11932652498229612
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",auroc,-0.00938565164155536
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",average_precision,0.05876485926903441
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",pr_skill,0.03882196618823719
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",brier,0.024264373650886573
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",log_loss,0.07007519197335527
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",ece,0.08252507639923685
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",calibration_intercept,0.6712645194863571
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",calibration_slope,-0.06189771972405966
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",hcep_080,0.021939456494467276
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",hcep_090,0.01196155326942384
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",hcep_095,0.005533576244737337
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",aurc,0.034523947188871196
4,"domain
    unadjusted_reported_income_50000
Name: 14, dtype: object",excess_aurc,0.026583986373879237
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",prevalence,0.008768482091658925
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",auroc,-0.010867554119495137
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",average_precision,-0.013096253854605222
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",pr_skill,-0.02594952291146624
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",brier,0.007511372295237767
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",log_loss,0.020630744691544023
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",ece,0.0002945853331739155
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",calibration_intercept,-0.08351020745569819
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",calibration_slope,-0.05216583295663879
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",hcep_080,0.0004947259290777953
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",hcep_090,0.0025080500225841997
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",hcep_095,0.0011179914894708567
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",aurc,0.00980161713748677
5,"domain
    cpi_constant_2018usd
Name: 15, dtype: object",excess_aurc,0.0069183131171287465
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",prevalence,0.12246722715344438
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",auroc,-0.01311191122383526
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",average_precision,0.04547941583833659
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",pr_skill,0.019194453611825923
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",brier,0.025912308224859792
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",log_loss,0.074482432951954
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",ece,0.08943617079024452
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",calibration_intercept,0.694122542365059
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",calibration_slope,-0.08465521970987933
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",hcep_080,0.018774856305319207
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",hcep_090,0.013681102365251812
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",hcep_095,0.006069427977439285
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",aurc,0.03639488286609721
5,"domain
    survey_year_adjusted_50000
Name: 16, dtype: object",excess_aurc,0.027190425511331842
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",prevalence,0.12162862541621083
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",auroc,-0.013288329721901082
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",average_precision,0.05350479121590157
