contrast,metric,mean,sd,q025,median,q975,min,max
unadjusted_minus_cpi,auroc,-0.0025651005145746167,0.0012223272408143798,-0.005006342078914433,-0.0025528236730244513,-0.00022755256543868741,-0.006366466298815654,0.0017380393629562452
unadjusted_minus_cpi,average_precision,0.04442080626868677,0.002096386786488682,0.04057271736935411,0.044238772160296036,0.04900790207463772,0.03879783072442067,0.050396971992549
unadjusted_minus_cpi,brier,0.01697181295181588,0.0007638872075727926,0.0155534970032667,0.016995029914386214,0.018573707187802605,0.013930623893154803,0.019282113039577387
unadjusted_minus_cpi,ece,0.08175584396931723,0.002536462100342008,0.07670425090229625,0.08182799231412535,0.08670298709400627,0.07194171455687219,0.0878192421879486
unadjusted_minus_cpi,log_loss,0.046820652119148314,0.0021626961348115963,0.04287871848020607,0.0468986044401834,0.051136957831007315,0.03800823297761813,0.05347331690664592
