target_definition,model,mapping,domain,alpha,conformal_method,weighting,metric,n_repeats,mean,sd,min,q25,median,q75,max
cpi_constant_2018usd,logistic_regression,platt,id_test,0.2,marginal,unweighted,class0_avg_set_size,10,0.9957191365351195,0.006382289929184888,0.9876654973407265,0.9928440943440194,0.9944467577812941,0.9967680122028474,1.0095346197502837
cpi_constant_2018usd,logistic_regression,platt,id_test,0.2,marginal,unweighted,class1_avg_set_size,10,0.9939519992329879,0.009646643666389447,0.9831251014116502,0.9865870249340007,0.9930344292218283,0.9970088406948955,1.0150242326332795
cpi_constant_2018usd,logistic_regression,platt,id_test,0.2,marginal,unweighted,class0_singleton_accuracy,10,0.8360157950367855,0.003692473455222897,0.8280450358239508,0.8359496273450205,0.8369716936544683,0.8374891883678527,0.8401139601139601
cpi_constant_2018usd,logistic_regression,platt,id_test,0.2,marginal,unweighted,class1_singleton_accuracy,10,0.7621551777516407,0.003857090208265152,0.7569230769230769,0.7593513132976344,0.7618536760388457,0.7649654653720754,0.7673429319371727
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,coverage,10,0.9463636723949976,0.0014687348486484761,0.9444174310269098,0.9449606862044317,0.9464295381780858,0.9474075225275858,0.948484405575686
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,avg_set_size,10,1.4324907105865243,0.006911476859031636,1.4231212654332295,1.4265729050323683,1.4328964203047154,1.4368987543640146,1.4434091269120364
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,singleton_rate,10,0.5675092894134758,0.006911476859031647,0.5565908730879637,0.5631012456359856,0.5671035796952845,0.5734270949676317,0.5768787345667705
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,ambiguous_rate,10,0.43249071058652433,0.006911476859031658,0.4231212654332294,0.4265729050323684,0.43289642030471553,0.4368987543640145,0.4434091269120363
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,singleton_accuracy,10,0.9055027697126212,0.0015204982153411368,0.9034642252995069,0.9042136666494338,0.9057022572133329,0.9066020996715939,0.9079039158706186
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,class0_coverage,10,0.9482019758461704,0.002377837539206263,0.9459616005430059,0.9463277259972354,0.9470040518504417,0.9500114850714765,0.9523564055658105
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,class1_coverage,10,0.9435575696294338,0.002999777860825419,0.9391557631542621,0.9417325836783572,0.9426184792541862,0.9450087705083483,0.949677846103402
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,class0_avg_set_size,10,1.4002677987567151,0.008816986197103383,1.3888172652699715,1.3928259173571507,1.4005196218824756,1.4055847970763766,1.4176257563592116
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,class1_avg_set_size,10,1.4816778031432314,0.008759866416708242,1.471563367988924,1.474839238935308,1.4802932852937545,1.4877688287951913,1.4990433464962032
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,class0_singleton_accuracy,10,0.9136119312488662,0.004221361620384608,0.9091911782995208,0.9103730739271596,0.9123963762204632,0.9165632280537103,0.9202796001774249
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,survey_weighted,class1_singleton_accuracy,10,0.8910646124936529,0.006346239815630429,0.8809447724818604,0.8874448796877716,0.8902382723618936,0.8940068386488014,0.9027090211540364
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,coverage,10,0.9464266666666665,0.0015148059403887618,0.9444933333333333,0.94525,0.9464866666666667,0.9472566666666666,0.9492133333333334
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,avg_set_size,10,1.4307146666666668,0.006708170658253028,1.4215866666666668,1.42556,1.4303933333333334,1.43512,1.4406933333333334
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,singleton_rate,10,0.5692853333333334,0.006708170658253044,0.5593066666666666,0.56488,0.5696066666666666,0.5744400000000001,0.5784133333333333
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,ambiguous_rate,10,0.43071466666666663,0.006708170658253028,0.42158666666666667,0.42556,0.4303933333333333,0.43512,0.4406933333333333
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,singleton_accuracy,10,0.9059083235616091,0.0016789588634139277,0.9038301222675065,0.9046508909699772,0.9060213009299106,0.9066559372478327,0.9094238223194541
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,class0_coverage,10,0.943415515506358,0.002568895870209921,0.9408105388345074,0.9413937425670112,0.9425487146647151,0.9446814106669106,0.9485408471320099
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,class1_coverage,10,0.9506362706228417,0.002416969435949683,0.9469881058958947,0.9493061772605192,0.950057552116639,0.9518160890139404,0.9556528967898709
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,class0_avg_set_size,10,1.4087046015918032,0.008624088729279307,1.3979965236483396,1.4021818680816027,1.4089287347909614,1.4133256335193485,1.4257615954624463
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,class1_avg_set_size,10,1.461484844609285,0.008112905621719752,1.4531909451336489,1.4550374088758153,1.4595696380611332,1.4670594065737306,1.4778744084921345
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,class0_singleton_accuracy,10,0.9042886037473854,0.004501008087181466,0.8996734108650629,0.9005974752795768,0.9032351426094876,0.90640429932916,0.9125296427321852
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,label_conditional,unweighted,class1_singleton_accuracy,10,0.9083067212515195,0.004881332177969113,0.9002526771748285,0.9055411539323509,0.9076763466882483,0.910560011041754,0.9176365795724466
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,coverage,10,0.9465382267225785,0.0016273065396198332,0.944415430547545,0.9453803180087028,0.9462637484507225,0.947459409961112,0.9491698198180739
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,avg_set_size,10,1.4262848360038274,0.00725952002297573,1.415485435697529,1.4204434675159034,1.4263168436736653,1.4305568284300125,1.436787165124443
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,singleton_rate,10,0.5737151639961726,0.007259520022975707,0.5632128348755571,0.5694431715699875,0.5736831563263347,0.5795565324840964,0.584514564302471
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,ambiguous_rate,10,0.4262848360038274,0.007259520022975728,0.415485435697529,0.4204434675159035,0.4263168436736653,0.43055682843001253,0.43678716512444293
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,singleton_accuracy,10,0.9068333536738289,0.0016905852919044469,0.904904731469289,0.9056738340284214,0.9064931586574256,0.9077503802087011,0.9097610446964104
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,class0_coverage,10,0.9586364219553178,0.0015684345487585493,0.9562729184083967,0.9576966016604723,0.9583458186062297,0.9596197303181054,0.9612696487844449
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,class1_coverage,10,0.9280707756174499,0.0023826576835888026,0.9249324719819138,0.926153756977474,0.927664233415242,0.9302828295463628,0.9315246469763779
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,class0_avg_set_size,10,1.3671239104702464,0.006956224334197945,1.3551463467125793,1.3631276953703781,1.3655042256785506,1.373655522353467,1.3764576728554991
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,class1_avg_set_size,10,1.5165918180459883,0.009225110783170858,1.5042367888788755,1.5091209812102955,1.516030777171597,1.522375615301781,1.5316918125812018
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,class0_singleton_accuracy,10,0.9346515752220304,0.0020643253544141153,0.9312031000523534,0.9335746290877966,0.9340414022582681,0.9363527425186287,0.9378865723632268
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,survey_weighted,class1_singleton_accuracy,10,0.8512017731413362,0.0041175159353302425,0.8460740353302652,0.8477520542098227,0.8514747016398645,0.8534391814757768,0.8582837463079404
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,coverage,10,0.9472186666666665,0.0016292656832655212,0.9449866666666666,0.9460833333333334,0.9470266666666667,0.9481200000000001,0.94972
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,avg_set_size,10,1.4279946666666665,0.007583241301842855,1.4166533333333333,1.4216566666666666,1.4285999999999999,1.4319766666666667,1.4389466666666666
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,singleton_rate,10,0.5720053333333334,0.007583241301842858,0.5610533333333333,0.5680233333333333,0.5714,0.5783433333333333,0.5833466666666667
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,ambiguous_rate,10,0.42799466666666663,0.007583241301842852,0.4166533333333333,0.4216566666666667,0.4286,0.4319766666666667,0.43894666666666665
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,singleton_accuracy,10,0.9077448698484731,0.001657273601346577,0.905693584146648,0.9067431740059849,0.9073550336542426,0.9086659309891477,0.9104466978555653
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,class0_coverage,10,0.9546610557131094,0.0016390232168705646,0.9524974842191931,0.9535838441130728,0.9544758027627848,0.9556193394931846,0.9571859848138322
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,class1_coverage,10,0.9368141706100523,0.0020142846086456828,0.9338150658652001,0.9356935030054994,0.9365168180074178,0.9386910090804451,0.9394743573346975
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,class0_avg_set_size,10,1.376893696825542,0.007087427491744209,1.364468026713018,1.3736620620254323,1.3760291830573599,1.3829990394291465,1.3866755100173818
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,class1_avg_set_size,10,1.49943407085305,0.00980209402825395,1.4870507737562348,1.4903840005115745,1.4992486251438804,1.5071220744340708,1.5140682951784115
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,class0_singleton_accuracy,10,0.9272492425135923,0.002082457349911536,0.9241167659201345,0.9260734027165912,0.926434373177265,0.9288857566969635,0.9304373676191892
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.05,marginal,unweighted,class1_singleton_accuracy,10,0.8737710084288416,0.003181141747226542,0.8698991213797592,0.8706700476797691,0.8747233468933266,0.8754113190289875,0.8789874065077031
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,coverage,10,0.8950029275765206,0.003082806806549006,0.8901760584380032,0.8931516464632837,0.8947185219258165,0.8973315543237048,0.8997709826217107
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,avg_set_size,10,1.2423196533469334,0.00966090567667986,1.225914384734442,1.2381929519861197,1.2408914111043858,1.2503584921536823,1.2549879764938674
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,singleton_rate,10,0.7576803466530667,0.00966090567667984,0.7450120235061326,0.7496415078463177,0.7591085888956142,0.7618070480138803,0.774085615265558
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,ambiguous_rate,10,0.2423196533469333,0.009660905676679845,0.225914384734442,0.23819295198611967,0.2408914111043859,0.25035849215368233,0.25498797649386734
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,singleton_accuracy,10,0.8614480186235921,0.0023899164787236776,0.8581242960776108,0.8596364057424354,0.8615222487117324,0.863013940572106,0.8656070674816346
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,class0_coverage,10,0.897657542070541,0.004543758466534932,0.8929013980746467,0.8950248429338874,0.895808466256653,0.8988901903003915,0.9068955955268233
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,class1_coverage,10,0.890950755956854,0.006740656860254673,0.8816870585329165,0.8852283506800817,0.8929085077879524,0.894635917292827,0.9027245908754493
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,class0_avg_set_size,10,1.2286449478101797,0.010957772106298922,1.2101836369806884,1.2227804840698955,1.229329251131952,1.234338811677938,1.247907440670811
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,class1_avg_set_size,10,1.263193589584433,0.0105491924800564,1.249926793974078,1.254522821485013,1.2622830550872581,1.2694451630796504,1.2840485412021203
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,class0_singleton_accuracy,10,0.8673030675180646,0.006061517186632002,0.860239787672292,0.8623338678717736,0.867150295812358,0.8681133918184577,0.8783487855400981
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,survey_weighted,class1_singleton_accuracy,10,0.8519905692363261,0.009027617806840915,0.837962550368206,0.8446168759950273,0.8557830234900986,0.8565706310267156,0.8675089898575304
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,coverage,10,0.8947519999999999,0.003106626609183817,0.89004,0.8927099999999999,0.8946533333333333,0.8967866666666666,0.9000533333333334
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,avg_set_size,10,1.2416226666666668,0.009379909289092573,1.2259733333333334,1.2378566666666666,1.2398333333333333,1.2493533333333333,1.2540133333333334
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,singleton_rate,10,0.7583773333333333,0.00937990928909257,0.7459866666666667,0.7506466666666667,0.7601666666666667,0.7621433333333334,0.7740266666666666
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,ambiguous_rate,10,0.24162266666666668,0.009379909289092565,0.22597333333333333,0.23785666666666666,0.23983333333333334,0.24935333333333334,0.2540133333333333
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,singleton_accuracy,10,0.8612442995127614,0.0024899031478864096,0.8579377110177082,0.8591626192207388,0.8615415795422392,0.8628019692587702,0.8660208404082289
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,class0_coverage,10,0.8884960204921782,0.004873884180314929,0.8832677705607904,0.8859607995608819,0.8869728295672857,0.8895572225779892,0.8987283871557954
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,class1_coverage,10,0.9034978897557231,0.00589184125496104,0.8952871211152321,0.8986203478705717,0.9049910474485228,0.9066776442000255,0.9139276122266274
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,class0_avg_set_size,10,1.235145457872107,0.010763721668090634,1.2167688226145823,1.2301024608910438,1.235111151770195,1.2415035220931296,1.2531332906412953
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,class1_avg_set_size,10,1.2506778360404145,0.009677338175472424,1.238841284051669,1.2433974932855865,1.2499840133009337,1.2550997570021742,1.2709745491750863
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,class0_singleton_accuracy,10,0.854202472917301,0.00639655642624059,0.8471352840755938,0.8491530716189648,0.8538909325045075,0.8546342320847102,0.8664172800772294
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,label_conditional,unweighted,class1_singleton_accuracy,10,0.871212493916501,0.007715029142173949,0.8593937832732269,0.8649413531944169,0.874075909009241,0.8750162325490008,0.8846466983759695
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,coverage,10,0.8958209110858188,0.00320922708166655,0.8918950953622262,0.8931782465873385,0.8953962468256456,0.8976619147363187,0.9005829271839264
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,avg_set_size,10,1.2369629447456347,0.00959902572392507,1.224514299238955,1.2289574576807967,1.2355420667677492,1.2432903296952533,1.2510837909534072
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,singleton_rate,10,0.7630370552543654,0.00959902572392504,0.7489162090465928,0.7567096703047468,0.7644579332322508,0.7710425423192032,0.7754857007610448
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,ambiguous_rate,10,0.23696294474563467,0.009599025723925047,0.22451429923895513,0.22895745768079676,0.23554206676774922,0.24329032969525322,0.2510837909534072
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,singleton_accuracy,10,0.8634959187628594,0.0025097447983875878,0.8601660123478254,0.8614173685684463,0.8632526058480394,0.8647593179088169,0.8672520749115092
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,class0_coverage,10,0.9156728803317634,0.00312347927386719,0.9118275542385087,0.9130265025784503,0.915887992616444,0.9166263999370908,0.9212014419455504
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,class1_coverage,10,0.8655176084578468,0.004390187786420947,0.8592274181916737,0.8616782011565762,0.8664325653255196,0.8688851646211624,0.8709043716080024
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,class0_avg_set_size,10,1.2059208957941876,0.008834279249011872,1.1936236124792028,1.1981728906786746,1.2059811355114272,1.214088819955467,1.2171336572606346
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,class1_avg_set_size,10,1.2843474934477843,0.011427119006082823,1.2716677991093979,1.2748594081036149,1.2828448667176504,1.289823841188885,1.3029074243071803
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,class0_singleton_accuracy,10,0.8938246200617668,0.0030975096666249766,0.8893009148865082,0.8916037254679037,0.893605476989659,0.8951162544411556,0.8993460904466505
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,survey_weighted,class1_singleton_accuracy,10,0.8121076609939328,0.004316778540443282,0.8067192667903602,0.8085460356936118,0.8123867424929918,0.8145283195119463,0.8188052292758295
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,coverage,10,0.896368,0.003140503694758243,0.8924666666666666,0.89377,0.8958200000000001,0.89856,0.90104
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,avg_set_size,10,1.238448,0.009199787866582732,1.22632,1.23112,1.2366866666666667,1.2446866666666665,1.2523333333333333
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,singleton_rate,10,0.761552,0.009199787866582751,0.7476666666666667,0.7553133333333334,0.7633133333333333,0.76888,0.77368
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,ambiguous_rate,10,0.23844799999999994,0.009199787866582772,0.22632,0.23112,0.23668666666666666,0.24468666666666666,0.25233333333333335
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,singleton_accuracy,10,0.8639468100259533,0.002502347699458961,0.8610105814634819,0.8617977897214066,0.8635987932819182,0.8656985152535248,0.8678512926429741
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,class0_coverage,10,0.9077646143994145,0.0029664527150750487,0.9045832952154423,0.9051379105296862,0.9076594090202177,0.9087057451285335,0.9128625011435367
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,class1_coverage,10,0.8804354776825681,0.00410692598083224,0.8744404655326768,0.8768144903440338,0.8815225732190817,0.8834809438547129,0.8856311548791406
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,class0_avg_set_size,10,1.214115817400055,0.008788547450915295,1.2014911718964414,1.2064083798371603,1.2145389259903028,1.2218118195956453,1.2259399871923886
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,class1_avg_set_size,10,1.2724645095280727,0.010368830547977409,1.2610308223558,1.2639164215372811,1.2700952807264356,1.278008696764292,1.2892313595088887
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,class0_singleton_accuracy,10,0.8826538891705058,0.0027733483996492557,0.8788969521044993,0.8807740111567431,0.8818361261387073,0.8835262603027044,0.8874279804993352
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.1,marginal,unweighted,class1_singleton_accuracy,10,0.8356834091416367,0.004125398566358694,0.8300882658359294,0.8319111301170159,0.8365307562940305,0.8383081511200523,0.8420332096802685
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,coverage,10,0.7934947411773546,0.0047319047063377586,0.7863899386890584,0.7902221694873635,0.7924693329639114,0.7973086488349771,0.8018516437001216
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,avg_set_size,10,0.9990551735959728,0.009921073588740857,0.9859953941463223,0.9935646766856507,0.9959710345591563,1.0050078875150459,1.0196128247231242
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,singleton_rate,10,0.9919907057728707,0.005305011671880842,0.9803871752768757,0.9900960642694006,0.9936727963438239,0.9956670554681666,0.997135188519549
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,ambiguous_rate,10,0.003532233911551055,0.006250126803914832,0.0,0.0,0.0,0.005007887515045793,0.01961282472312428
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,empty_rate,10,0.004477060315578121,0.004921518051474284,0.0,0.0,0.004028965440843762,0.006435323314349201,0.014004605853677687
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,singleton_accuracy,10,0.796345235259681,0.0011848891323473266,0.7943499225806111,0.7954958721538609,0.7963602880832935,0.7973198999768322,0.7979046837781419
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,class0_coverage,10,0.7943798268340935,0.005339935718123449,0.7857258151296674,0.7911128309976906,0.7941786207981194,0.7981924980754745,0.8031965747585031
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,class1_coverage,10,0.7921436903986862,0.006976395949002779,0.7845537970315154,0.7870983184567948,0.7912416847589002,0.7948139334995512,0.8066605953837401
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,class0_avg_set_size,10,0.9991183189994125,0.009752448263896355,0.9860440861194116,0.9939603009709541,0.9961897499358492,1.004935994007069,1.019441225405392
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,class1_avg_set_size,10,0.9989587844546097,0.010185117182446779,0.9859210676360503,0.9929607707307304,0.995637173561932,1.0051176303169924,1.0198747647851691
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,class0_singleton_accuracy,10,0.7971362817797117,0.0031028768818136434,0.7940961557759555,0.7945698632274696,0.796069377440245,0.7994578113871033,0.8026423645769997
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,survey_weighted,class1_singleton_accuracy,10,0.7951377931759576,0.005025308433476155,0.7842240161197321,0.793545065051609,0.7960193274587467,0.7977859228195071,0.8027401012954407
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,coverage,10,0.792808,0.004869071754768693,0.7857066666666667,0.7891966666666667,0.7920133333333333,0.7965433333333334,0.80148
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,avg_set_size,10,0.9990226666666666,0.009878519507209646,0.9861466666666666,0.9933866666666666,0.99594,1.0051700000000001,1.01936
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,singleton_rate,10,0.9919853333333334,0.005222486801808297,0.98064,0.99007,0.9934266666666667,0.9955666666666667,0.99732
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,ambiguous_rate,10,0.0035186666666666673,0.006193694762806351,0.0,0.0,0.0,0.00517,0.01936
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,empty_rate,10,0.004496,0.004905904932820911,0.0,0.0,0.004059999999999999,0.006613333333333333,0.013853333333333334
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,singleton_accuracy,10,0.795670813520888,0.0011454983249526898,0.793923487901876,0.7948327341126447,0.7956749463586354,0.7965588432412096,0.7975607766356665
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,class0_coverage,10,0.7797754093861494,0.005485231533965013,0.7711554295123959,0.776341368584759,0.7795832952154423,0.7839630408928735,0.7879196779800567
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,class1_coverage,10,0.8110276250159867,0.0066463501580808345,0.803459521677964,0.8057616063435222,0.8100940017905103,0.813691009080445,0.8254572195932984
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,class0_avg_set_size,10,0.9989616686487969,0.009902674189973622,0.9859116274814747,0.9936533711462812,0.9958832677705608,1.0052316805415789,1.0192800292745403
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,class1_avg_set_size,10,0.9991079421920963,0.009851225408752537,0.9864752525898453,0.9930138125079934,0.9960193119324722,1.005083770303108,1.0194717994628468
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,class0_singleton_accuracy,10,0.7825597074912495,0.003058867549419789,0.7791516993644653,0.7799647548060727,0.7817549662665153,0.7854594683896418,0.7873799096599637
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,label_conditional,unweighted,class1_singleton_accuracy,10,0.814000032428847,0.004631511912219122,0.8049445263900468,0.8121080473789779,0.8146878227218959,0.816409876940868,0.8219910653145075
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.2,marginal,survey_weighted,coverage,10,0.7955154003778155,0.0037187146019271146,0.7913216204432987,0.793001335445006,0.7948895379055205,0.7959758294581339,0.8028775145244179
