target_definition,model,mapping,domain,desired_selection_rate,weighting,metric,n_repeats,mean,sd,min,q25,median,q75,max
cpi_constant_2018usd,logistic_regression,platt,id_test,0.8,survey_weighted,selection_rate,10,0.7999292843261679,0.005913575872942534,0.7902629005559344,0.7952058033890825,0.8002865477485637,0.8043320141651737,0.8076320755380572
cpi_constant_2018usd,logistic_regression,platt,id_test,0.8,survey_weighted,selective_risk,10,0.13536063212016897,0.003983353734799388,0.12964806013338673,0.13254946421019076,0.1342765276289448,0.13802852959717152,0.1420023858200729
cpi_constant_2018usd,logistic_regression,platt,id_test,0.8,survey_weighted,selective_accuracy,10,0.864639367879831,0.003983353734799419,0.857997614179927,0.8619714704028284,0.8657234723710552,0.8674505357898092,0.8703519398666133
cpi_constant_2018usd,logistic_regression,platt,id_test,0.9,survey_weighted,selection_rate,10,0.900948647254032,0.005789856707902331,0.8930504824642201,0.89622151472706,0.9014070148370286,0.9047501882643142,0.9113197738104297
cpi_constant_2018usd,logistic_regression,platt,id_test,0.9,survey_weighted,selective_risk,10,0.1624191009549976,0.004273495844615483,0.156933383806567,0.15864929637771852,0.16268740811001622,0.16585668471422976,0.1682262167736262
cpi_constant_2018usd,logistic_regression,platt,id_test,0.9,survey_weighted,selective_accuracy,10,0.8375808990450025,0.004273495844615493,0.8317737832263739,0.8341433152857702,0.8373125918899837,0.8413507036222815,0.843066616193433
cpi_constant_2018usd,logistic_regression,platt,id_test,0.95,survey_weighted,selection_rate,10,0.9505761142662822,0.0040198334195444465,0.943514167689652,0.9481113973374904,0.9507817263093099,0.9526898547486093,0.9572124942688454
cpi_constant_2018usd,logistic_regression,platt,id_test,0.95,survey_weighted,selective_risk,10,0.17634813844049527,0.004090735071347905,0.1711208274577589,0.1723234714208286,0.17702354046411617,0.179657574634737,0.1812598125410825
cpi_constant_2018usd,logistic_regression,platt,id_test,0.95,survey_weighted,selective_accuracy,10,0.8236518615595048,0.004090735071347915,0.8187401874589175,0.8203424253652629,0.8229764595358838,0.8276765285791714,0.8288791725422411
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.5,survey_weighted,selection_rate,10,0.4827921890783079,0.007312232574378219,0.4715427434298944,0.47733441250859737,0.48443058167813463,0.48497761901195574,0.4943604611254972
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.5,survey_weighted,selective_risk,10,0.07594749186428726,0.001499947414428919,0.07321239272659394,0.07521981853352427,0.07592033083106892,0.07692216494714244,0.07808893459174704
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.5,survey_weighted,selective_accuracy,10,0.9240525081357127,0.0014999474144289015,0.921911065408253,0.9230778350528576,0.924079669168931,0.9247801814664758,0.926787607273406
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.7,survey_weighted,selection_rate,10,0.6886548939289577,0.006331190335397644,0.6766596445673294,0.6855475243255165,0.6894512097461354,0.6917461346675197,0.6999859841414499
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.7,survey_weighted,selective_risk,10,0.11858479091761498,0.0017883952475502265,0.11618525776380957,0.11692858834587988,0.11919855151028155,0.11942856410903137,0.12132882359098238
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.7,survey_weighted,selective_accuracy,10,0.881415209082385,0.0017883952475502153,0.8786711764090176,0.8805714358909686,0.8808014484897184,0.8830714116541202,0.8838147422361904
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.8,survey_weighted,selection_rate,10,0.7908111606243647,0.006932721629057645,0.7831471616386076,0.7851949335859606,0.7883420939742686,0.7973818226192452,0.8018175105209586
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.8,survey_weighted,selective_risk,10,0.14367379161574506,0.0019552004094660833,0.1413470185245514,0.14219572377906609,0.14303267753852578,0.14554481314053924,0.14661207283622024
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.8,survey_weighted,selective_accuracy,10,0.8563262083842549,0.0019552004094660945,0.8533879271637798,0.8544551868594608,0.8569673224614742,0.8578042762209339,0.8586529814754487
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.9,survey_weighted,selection_rate,10,0.8954394196709388,0.004762248035741562,0.8882450957310646,0.8923190094426376,0.8946605080242354,0.8986733758576899,0.9042506810694513
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.9,survey_weighted,selective_risk,10,0.1714000286493281,0.0013874868644234324,0.16955917877189816,0.17044935608325273,0.17107353727897162,0.17249090312366266,0.17371203215252992
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.9,survey_weighted,selective_accuracy,10,0.8285999713506719,0.0013874868644234263,0.82628796784747,0.8275090968763374,0.8289264627210284,0.8295506439167473,0.8304408212281018
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.95,survey_weighted,selection_rate,10,0.9484034861853772,0.0030571405993585245,0.9442755220219645,0.9460830176431028,0.9483556872315528,0.9491918876060675,0.9541768946383777
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.95,survey_weighted,selective_risk,10,0.18666334103584917,0.0007944907937372465,0.18559267268015106,0.1862585994486245,0.18641282204305093,0.18714811971323453,0.1881057846440062
cpi_constant_2018usd,logistic_regression,platt,ood_test,0.95,survey_weighted,selective_accuracy,10,0.8133366589641507,0.0007944907937372386,0.8118942153559938,0.8128518802867655,0.813587177956949,0.8137414005513756,0.8144073273198489
cpi_constant_2018usd,logistic_regression,raw,id_test,0.5,survey_weighted,selection_rate,10,0.5012192159328099,0.00871061887311584,0.4866661690459419,0.49573524122504165,0.5005751588590638,0.5084508628431308,0.513046532422115
cpi_constant_2018usd,logistic_regression,raw,id_test,0.5,survey_weighted,selective_risk,10,0.06936886501486056,0.00437892055131796,0.061259841133960095,0.06727500958908875,0.06983870236101014,0.071507124167409,0.07733699105603223
cpi_constant_2018usd,logistic_regression,raw,id_test,0.5,survey_weighted,selective_accuracy,10,0.9306311349851393,0.004378920551317951,0.9226630089439678,0.928492875832591,0.9301612976389898,0.9327249904109113,0.9387401588660399
cpi_constant_2018usd,logistic_regression,raw,id_test,0.7,survey_weighted,selection_rate,10,0.7014810068420058,0.0076426158233423,0.6864694037009039,0.6971930437174473,0.7042058283545605,0.7046729972523911,0.7124952280344106
cpi_constant_2018usd,logistic_regression,raw,id_test,0.7,survey_weighted,selective_risk,10,0.11153770126511442,0.0034584970478638726,0.1042025595455497,0.1107561071884958,0.11333115690070972,0.1138636970573487,0.1144159789627675
cpi_constant_2018usd,logistic_regression,raw,id_test,0.7,survey_weighted,selective_accuracy,10,0.8884622987348856,0.003458497047863873,0.8855840210372325,0.8861363029426513,0.8866688430992903,0.8892438928115042,0.8957974404544503
cpi_constant_2018usd,logistic_regression,raw,id_test,0.8,survey_weighted,selection_rate,10,0.8002927923532299,0.0056741370022596015,0.7904241045806406,0.795665433317649,0.8012331350605377,0.8046609681597171,0.8070702242691987
cpi_constant_2018usd,logistic_regression,raw,id_test,0.8,survey_weighted,selective_risk,10,0.13536904177520087,0.004013031901732048,0.12938158548022288,0.13263746826485412,0.134688009656323,0.1379799027554967,0.141900708022958
cpi_constant_2018usd,logistic_regression,raw,id_test,0.8,survey_weighted,selective_accuracy,10,0.8646309582247991,0.004013031901732033,0.858099291977042,0.8620200972445033,0.865311990343677,0.8673625317351459,0.8706184145197771
cpi_constant_2018usd,logistic_regression,raw,id_test,0.9,survey_weighted,selection_rate,10,0.9013514466712158,0.006135052686037934,0.8917444305397628,0.8964489440355777,0.9013108411381641,0.9060427788555597,0.910857444681968
cpi_constant_2018usd,logistic_regression,raw,id_test,0.9,survey_weighted,selective_risk,10,0.16268043530946635,0.004102357180586646,0.15716551282015392,0.1588506882841897,0.16286052183411204,0.16564208286568396,0.16885426039707244
cpi_constant_2018usd,logistic_regression,raw,id_test,0.9,survey_weighted,selective_accuracy,10,0.8373195646905337,0.004102357180586644,0.8311457396029276,0.8343579171343161,0.837139478165888,0.8411493117158103,0.8428344871798461
cpi_constant_2018usd,logistic_regression,raw,id_test,0.95,survey_weighted,selection_rate,10,0.9509407365182962,0.003816518077130336,0.9447783566805414,0.9480536319834676,0.9511257458887931,0.9529713347766846,0.9568185872935585
cpi_constant_2018usd,logistic_regression,raw,id_test,0.95,survey_weighted,selective_risk,10,0.17632690396760628,0.004010728943775812,0.17103466777161555,0.17229403381494857,0.1772873477377318,0.1792818419071805,0.18113745456100014
cpi_constant_2018usd,logistic_regression,raw,id_test,0.95,survey_weighted,selective_accuracy,10,0.8236730960323937,0.004010728943775824,0.8188625454389998,0.8207181580928194,0.8227126522622682,0.8277059661850514,0.8289653322283844
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.5,survey_weighted,selection_rate,10,0.48249785604875567,0.007289845701288615,0.4708288223565572,0.4767759036759184,0.4836060716049083,0.4849249813986677,0.49439834520346937
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.5,survey_weighted,selective_risk,10,0.07580616938482933,0.0014973743359676078,0.07304643351829979,0.07496713890015781,0.07562834002410163,0.0768346340526239,0.07788927413928144
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.5,survey_weighted,selective_accuracy,10,0.9241938306151708,0.0014973743359676212,0.9221107258607185,0.9231653659473761,0.9243716599758984,0.9250328610998422,0.9269535664817002
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.7,survey_weighted,selection_rate,10,0.6885563203082539,0.0060671109023767164,0.6776121228049271,0.6852809604501479,0.688804617306422,0.6915460554735429,0.7000371213952143
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.7,survey_weighted,selective_risk,10,0.11855359207651073,0.0017475078904322968,0.1160289786967991,0.11693833965622842,0.11912175458450006,0.11959517823200347,0.12126673638205701
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.7,survey_weighted,selective_accuracy,10,0.8814464079234892,0.0017475078904322851,0.878733263617943,0.8804048217679965,0.8808782454155,0.8830616603437715,0.8839710213032009
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.8,survey_weighted,selection_rate,10,0.791259255499099,0.006669247513660069,0.7821948084309702,0.7863275174813765,0.789839390263892,0.7970176103448788,0.8020344375020865
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.8,survey_weighted,selective_risk,10,0.1437833317407163,0.001923284305905972,0.1415172075583047,0.14237514517435543,0.14335013829722718,0.14544386027992295,0.14670908879299988
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.8,survey_weighted,selective_accuracy,10,0.8562166682592837,0.001923284305905972,0.8532909112070002,0.854556139720077,0.8566498617027729,0.8576248548256447,0.8584827924416953
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.9,survey_weighted,selection_rate,10,0.8954659510285152,0.004754085151802891,0.8863365133870204,0.893146426462441,0.8946046196319792,0.8994375589750694,0.9021255468341601
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.9,survey_weighted,selective_risk,10,0.1714895260634101,0.001383773084840866,0.16953775366198345,0.17058438356215455,0.17132652940545604,0.17247830436854267,0.17401395011972368
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.9,survey_weighted,selective_accuracy,10,0.8285104739365898,0.0013837730848408746,0.8259860498802764,0.8275216956314573,0.828673470594544,0.8294156164378454,0.8304622463380166
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.95,survey_weighted,selection_rate,10,0.948707971647706,0.0029970258371249943,0.9450878416740611,0.946685161931928,0.9484782791076312,0.9490871750143128,0.9543399337066144
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.95,survey_weighted,selective_risk,10,0.18668323208619403,0.0009622225789720602,0.185406148461238,0.18607222954975844,0.1864490654458027,0.1873165113821489,0.18827858912295362
cpi_constant_2018usd,logistic_regression,raw,ood_test,0.95,survey_weighted,selective_accuracy,10,0.8133167679138061,0.0009622225789720559,0.8117214108770464,0.8126834886178511,0.8135509345541974,0.8139277704502416,0.814593851538762
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.5,survey_weighted,selection_rate,10,0.5228295935175182,0.020131548307745405,0.49938560567237444,0.5105107148439603,0.5186351383621345,0.5314570992455129,0.5687068478125139
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.5,survey_weighted,selective_risk,10,0.06935727852826143,0.0032442857364214806,0.06496664560690425,0.0672084245590031,0.06944794811106517,0.0714085409289763,0.07409316280847089
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.5,survey_weighted,selective_accuracy,10,0.9306427214717384,0.0032442857364214863,0.9259068371915291,0.9285914590710237,0.9305520518889348,0.932791575440997,0.9350333543930958
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.7,survey_weighted,selection_rate,10,0.7129200647339597,0.012044189640988263,0.6894588854561463,0.7082586851164685,0.7170739211856447,0.7193073301835167,0.7293335416623526
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.7,survey_weighted,selective_risk,10,0.10979449444733777,0.004203094361737758,0.10232252430224031,0.10919154013889129,0.11071583373045833,0.11257934995373463,0.11449066008667241
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.7,survey_weighted,selective_accuracy,10,0.8902055055526622,0.004203094361737764,0.8855093399133276,0.8874206500462654,0.8892841662695417,0.8908084598611088,0.8976774756977597
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.8,survey_weighted,selection_rate,10,0.8174291102407958,0.017162186693444076,0.7929620711745344,0.8056627214007523,0.8162298723387198,0.8261154544724247,0.8479591643703456
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.8,survey_weighted,selective_risk,10,0.1376902800565752,0.006704642014199202,0.12961832437771664,0.13120185034014992,0.13783884657016687,0.14280432795600864,0.14870463200305187
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.8,survey_weighted,selective_accuracy,10,0.8623097199434249,0.006704642014199179,0.8512953679969482,0.8571956720439914,0.8621611534298331,0.86879814965985,0.8703816756222833
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.9,survey_weighted,selection_rate,10,0.919406513370201,0.01726040742553857,0.9018990186507281,0.9066243320896229,0.9132786881260652,0.930620462614845,0.9488240464807152
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.9,survey_weighted,selective_risk,10,0.16628936365118996,0.007140994516690541,0.15714780586779376,0.16199974846501758,0.1655121704903281,0.17013187846631989,0.18118447216196673
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.9,survey_weighted,selective_accuracy,10,0.83371063634881,0.007140994516690551,0.8188155278380332,0.8298681215336801,0.8344878295096719,0.8380002515349825,0.8428521941322062
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.95,survey_weighted,selection_rate,10,0.9600164700827583,0.010552612982741716,0.9465850150509361,0.9530887846806377,0.9552011324931167,0.9687639857744762,0.9795935724101416
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.95,survey_weighted,selective_risk,10,0.17739349704779508,0.00432533961528169,0.1719763023687721,0.1744655462709103,0.17664230391769145,0.1792093218345337,0.18536087979116253
survey_year_adjusted_50000,lightgbm,isotonic,id_test,0.95,survey_weighted,selective_accuracy,10,0.8226065029522049,0.004325339615281679,0.8146391202088374,0.8207906781654664,0.8233576960823086,0.8255344537290896,0.8280236976312279
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.5,survey_weighted,selection_rate,10,0.5055753234868905,0.018480003489403637,0.48778651084266067,0.4919316603741172,0.5017998062785795,0.5128412020730467,0.5492287339353693
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.5,survey_weighted,selective_risk,10,0.10881058699395865,0.0056796775985533815,0.10093812775272155,0.105649199986953,0.10764096325266702,0.11304112550846504,0.11862983631961843
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.5,survey_weighted,selective_accuracy,10,0.8911894130060413,0.005679677598553372,0.8813701636803816,0.886958874491535,0.892359036747333,0.894350800013047,0.8990618722472784
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.7,survey_weighted,selection_rate,10,0.7024016629984959,0.011101025421246713,0.6820873201740967,0.6952356270871407,0.7039830669424161,0.7102422855576768,0.7169099145382712
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.7,survey_weighted,selective_risk,10,0.15242576290946358,0.007423197111541609,0.13817708024960998,0.14882320052386833,0.15122683726982655,0.15821896137620858,0.1624360095527314
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.7,survey_weighted,selective_accuracy,10,0.8475742370905366,0.007423197111541612,0.8375639904472686,0.8417810386237914,0.8487731627301734,0.8511767994761317,0.86182291975039
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.8,survey_weighted,selection_rate,10,0.8109392713228907,0.016289518097097513,0.7891152167338098,0.7975066337771188,0.809935393268612,0.8193243931076984,0.8395734327838308
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.8,survey_weighted,selective_risk,10,0.1789442258881839,0.006017783255356899,0.16986222886204966,0.1737273036704373,0.18113801650174355,0.18334654025769986,0.18688103125638633
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.8,survey_weighted,selective_accuracy,10,0.8210557741118161,0.0060177832553568724,0.8131189687436137,0.8166534597423002,0.8188619834982565,0.8262726963295628,0.8301377711379503
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.9,survey_weighted,selection_rate,10,0.9176961779466405,0.018103789691946363,0.8966542357712467,0.9044020923513797,0.9108593896812524,0.9301837390284647,0.9495805432376734
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.9,survey_weighted,selective_risk,10,0.20337890328041314,0.008375210045763934,0.19256843905899315,0.19600297451095453,0.20288013972651753,0.20984777534516263,0.21742505158776557
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.9,survey_weighted,selective_accuracy,10,0.7966210967195868,0.008375210045763932,0.7825749484122344,0.7901522246548374,0.7971198602734826,0.8039970254890454,0.8074315609410069
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.95,survey_weighted,selection_rate,10,0.9596789630715259,0.009552771646157265,0.9504184940316324,0.9520434771682165,0.9552243331308266,0.9675039006221866,0.9780868740671983
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.95,survey_weighted,selective_risk,10,0.21700364207827877,0.0066690750382892025,0.2077423664669436,0.213193375435993,0.21708787261719387,0.2206669293813247,0.2296781723214902
survey_year_adjusted_50000,lightgbm,isotonic,ood_test,0.95,survey_weighted,selective_accuracy,10,0.7829963579217212,0.006669075038289215,0.7703218276785098,0.7793330706186753,0.7829121273828061,0.786806624564007,0.7922576335330564
survey_year_adjusted_50000,lightgbm,platt,id_test,0.5,survey_weighted,selection_rate,10,0.5006539496640934,0.009588515663146661,0.4856086204636278,0.49225571468547724,0.5036172135006255,0.50864245598755,0.5115620181182812
survey_year_adjusted_50000,lightgbm,platt,id_test,0.5,survey_weighted,selective_risk,10,0.06434458704722118,0.0026918825142314335,0.0590572338162425,0.06294135442037938,0.06550941400037803,0.0658437000187679,0.06702185838270981
survey_year_adjusted_50000,lightgbm,platt,id_test,0.5,survey_weighted,selective_accuracy,10,0.9356554129527789,0.0026918825142314244,0.9329781416172902,0.9341562999812321,0.934490585999622,0.9370586455796206,0.9409427661837575
survey_year_adjusted_50000,lightgbm,platt,id_test,0.7,survey_weighted,selection_rate,10,0.69913949264037,0.007197444060682966,0.6862741137896321,0.6933672408560483,0.7015074594343318,0.7047351462279695,0.7067343385208409
survey_year_adjusted_50000,lightgbm,platt,id_test,0.7,survey_weighted,selective_risk,10,0.1061816468977022,0.0034310804302040265,0.10072013955952665,0.10319217801062779,0.10717207683345555,0.10867111382213204,0.11024370117426073
survey_year_adjusted_50000,lightgbm,platt,id_test,0.7,survey_weighted,selective_accuracy,10,0.8938183531022977,0.00343108043020403,0.8897562988257393,0.8913288861778679,0.8928279231665445,0.8968078219893723,0.8992798604404734
survey_year_adjusted_50000,lightgbm,platt,id_test,0.8,survey_weighted,selection_rate,10,0.8006463123758782,0.006089764814624419,0.793085331228396,0.7955910977749461,0.8004564311368603,0.8055322697546652,0.8087756247359493
survey_year_adjusted_50000,lightgbm,platt,id_test,0.8,survey_weighted,selective_risk,10,0.13281976003291956,0.0035383740555959635,0.12632583144217258,0.1305011370201358,0.13327310143556065,0.13479307205349791,0.13785043066011557
survey_year_adjusted_50000,lightgbm,platt,id_test,0.8,survey_weighted,selective_accuracy,10,0.8671802399670805,0.0035383740555959687,0.8621495693398844,0.865206927946502,0.8667268985644394,0.8694988629798641,0.8736741685578274
survey_year_adjusted_50000,lightgbm,platt,id_test,0.9,survey_weighted,selection_rate,10,0.9001312332033367,0.005250144620656826,0.8920660647964909,0.8976135912862553,0.8991820936473103,0.9030033635897601,0.9090410941628254
survey_year_adjusted_50000,lightgbm,platt,id_test,0.9,survey_weighted,selective_risk,10,0.1600768282082342,0.003353927710819483,0.15661010701830158,0.15736828555687093,0.1595335265008816,0.16213430221891295,0.16574431351303803
survey_year_adjusted_50000,lightgbm,platt,id_test,0.9,survey_weighted,selective_accuracy,10,0.8399231717917658,0.003353927710819494,0.8342556864869619,0.837865697781087,0.8404664734991184,0.842631714443129,0.8433898929816984
survey_year_adjusted_50000,lightgbm,platt,id_test,0.95,survey_weighted,selection_rate,10,0.950300845846716,0.002666193510852314,0.9466067917811937,0.9478985361249124,0.9506973998287607,0.952288365525473,0.9537689912489233
survey_year_adjusted_50000,lightgbm,platt,id_test,0.95,survey_weighted,selective_risk,10,0.17454986348503182,0.003725055555939248,0.1694918750444991,0.17187406954105078,0.17409029143401666,0.1763611475117442,0.18250287925127567
survey_year_adjusted_50000,lightgbm,platt,id_test,0.95,survey_weighted,selective_accuracy,10,0.8254501365149682,0.0037250555559392466,0.8174971207487243,0.8236388524882559,0.8259097085659833,0.8281259304589492,0.8305081249555009
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.5,survey_weighted,selection_rate,10,0.4836010704064962,0.008024911361960266,0.4709494762682508,0.4794466374004871,0.48565687552879855,0.4889068105444767,0.49595546832909837
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.5,survey_weighted,selective_risk,10,0.1012543376102567,0.0023619020632447084,0.09841721440653689,0.09967400243249919,0.10075776673526082,0.1027104053026346,0.10609114443694029
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.5,survey_weighted,selective_accuracy,10,0.8987456623897433,0.0023619020632447223,0.8939088555630597,0.8972895946973654,0.8992422332647392,0.9003259975675009,0.901582785593463
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.7,survey_weighted,selection_rate,10,0.6895319165855117,0.0067893230021683695,0.6786886307631467,0.6859772835565723,0.6888073679655488,0.6909912350246927,0.7015922440414785
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.7,survey_weighted,selective_risk,10,0.14626114334211962,0.002663540227217015,0.14219112458476169,0.14537788273219043,0.1457627615819938,0.1467954150431603,0.15074788000371253
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.7,survey_weighted,selective_accuracy,10,0.8537388566578803,0.0026635402272170176,0.8492521199962875,0.8532045849568397,0.8542372384180061,0.8546221172678096,0.8578088754152383
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.8,survey_weighted,selection_rate,10,0.7929872695744719,0.005168679674322518,0.7878614162918789,0.7888932260392896,0.7911934022190067,0.7962597099830047,0.8039866553022768
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.8,survey_weighted,selective_risk,10,0.17201359648652342,0.0021936482902255366,0.16905836326391743,0.1709490761284301,0.17167968842466416,0.17196191257934848,0.1767223629437393
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.8,survey_weighted,selective_accuracy,10,0.8279864035134766,0.0021936482902255483,0.8232776370562607,0.8280380874206514,0.8283203115753359,0.8290509238715699,0.8309416367360826
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.9,survey_weighted,selection_rate,10,0.8976537752859028,0.0038223844971316443,0.8937031536181858,0.8945149106354611,0.8966558611607307,0.9008973150191115,0.9034221075225151
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.9,survey_weighted,selective_risk,10,0.19834530820835558,0.0017123180697699038,0.19633076752404138,0.19723191691764017,0.19784454558890746,0.1994167900611185,0.20134327108514188
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.9,survey_weighted,selective_accuracy,10,0.8016546917916445,0.001712318069769919,0.7986567289148581,0.8005832099388815,0.8021554544110925,0.8027680830823598,0.8036692324759587
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.95,survey_weighted,selection_rate,10,0.9497600237456899,0.0023790726671906125,0.9453257736885201,0.9490842368102457,0.9499248757483512,0.9514992530085021,0.9525765111464835
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.95,survey_weighted,selective_risk,10,0.21231406327408492,0.0018599464668323236,0.20927582633783373,0.21108124996221303,0.21227576179205354,0.21358802525204482,0.21493783136732122
survey_year_adjusted_50000,lightgbm,platt,ood_test,0.95,survey_weighted,selective_accuracy,10,0.787685936725915,0.001859946466832326,0.7850621686326787,0.7864119747479552,0.7877242382079465,0.788918750037787,0.7907241736621663
survey_year_adjusted_50000,lightgbm,raw,id_test,0.5,survey_weighted,selection_rate,10,0.5010365180985737,0.010229901277455194,0.4853545829927872,0.4920386042415008,0.5026332508053395,0.5098398475193092,0.5128765531336261
survey_year_adjusted_50000,lightgbm,raw,id_test,0.5,survey_weighted,selective_risk,10,0.06456877149460248,0.0025703325321508436,0.06033863632748793,0.06273172302127313,0.06511429063683916,0.06627849748298974,0.06801693614281823
survey_year_adjusted_50000,lightgbm,raw,id_test,0.5,survey_weighted,selective_accuracy,10,0.9354312285053975,0.0025703325321508592,0.9319830638571818,0.9337215025170102,0.9348857093631608,0.9372682769787268,0.9396613636725121
survey_year_adjusted_50000,lightgbm,raw,id_test,0.7,survey_weighted,selection_rate,10,0.6992351476131979,0.007715290388035626,0.6843308097941512,0.6937392104087298,0.7011838868607749,0.7050816238125033,0.7072401508868342
survey_year_adjusted_50000,lightgbm,raw,id_test,0.7,survey_weighted,selective_risk,10,0.1063993175077255,0.003392150820012743,0.10059788457665562,0.10356391428829474,0.10767795644399611,0.10844917654114014,0.11079234392136687
survey_year_adjusted_50000,lightgbm,raw,id_test,0.7,survey_weighted,selective_accuracy,10,0.8936006824922744,0.0033921508200127387,0.8892076560786332,0.8915508234588598,0.892322043556004,0.8964360857117053,0.8994021154233444
survey_year_adjusted_50000,lightgbm,raw,id_test,0.8,survey_weighted,selection_rate,10,0.8007006377133508,0.005749532178670894,0.7928711416744205,0.7957776575808381,0.8008552807763125,0.8044741651322341,0.8083783246292254
survey_year_adjusted_50000,lightgbm,raw,id_test,0.8,survey_weighted,selective_risk,10,0.13285551020579042,0.0034773441271871088,0.12696698758210598,0.13014614791369716,0.133471508588275,0.13489573185363812,0.13830804514095182
survey_year_adjusted_50000,lightgbm,raw,id_test,0.8,survey_weighted,selective_accuracy,10,0.8671444897942097,0.0034773441271871053,0.8616919548590481,0.8651042681463619,0.866528491411725,0.8698538520863028,0.873033012417894
survey_year_adjusted_50000,lightgbm,raw,id_test,0.9,survey_weighted,selection_rate,10,0.8998813944171321,0.004594251121787197,0.8930470885110456,0.8958339694410271,0.9009997725030036,0.9032684944139366,0.9057890896720276
survey_year_adjusted_50000,lightgbm,raw,id_test,0.9,survey_weighted,selective_risk,10,0.15991246171702914,0.0031085270237532357,0.15644292978228516,0.157110915845129,0.15992883255782336,0.1622241808301722,0.16544045554621234
survey_year_adjusted_50000,lightgbm,raw,id_test,0.9,survey_weighted,selective_accuracy,10,0.8400875382829709,0.0031085270237532444,0.8345595444537877,0.8377758191698278,0.8400711674421766,0.842889084154871,0.8435570702177149
survey_year_adjusted_50000,lightgbm,raw,id_test,0.95,survey_weighted,selection_rate,10,0.9507368384906323,0.003391005665615995,0.9451504650118214,0.9482164880154411,0.950820939197088,0.9531727008538173,0.9563387919564655
