repeat,feature_set,auroc,brier,ece,hcep_090,aurc
11,gastarb|pers|wohnzeit,0.7682539682539682,0.16846372736584317,0.06232790108888733,0.02,0.13374389260366085
11,beruf|gastarb|sparkont,0.7576719576719577,0.1745257781266455,0.08516892445982062,0.013333333333333334,0.1460170394534342
11,hoehe|sparkont|wohn,0.7276190476190477,0.1786767400671032,0.11394445989043826,0.03333333333333333,0.1711052608981037
11,bishkred|hoehe|verm,0.7255026455026455,0.18120346023796302,0.09741768277102325,0.05333333333333334,0.16282391289202952
11,alter|laufzeit|wohnzeit,0.7388359788359788,0.17493107520479328,0.06931859902440526,0.02666666666666667,0.15912258777863109
11,laufzeit|pers|verm,0.7407407407407408,0.17679242416939425,0.088385983750694,0.03333333333333333,0.1528108047758685
11,beszeit|telef|verw,0.744973544973545,0.17643232994756744,0.09000936819131175,0.006666666666666667,0.14867815737618614
11,gastarb|rate|sparkont,0.76,0.17971371472822734,0.11537215384395796,0.013333333333333334,0.1578562739755624
11,beszeit|laufkont|weitkred,0.7168253968253969,0.20219199583148625,0.14810648814328695,0.06666666666666667,0.18870492701713443
11,bishkred|verm|weitkred,0.7610582010582011,0.17418110224878133,0.09455477401207057,0.02666666666666667,0.1397182990409786
11,beruf|beszeit|wohnzeit,0.7657142857142857,0.1687004572962723,0.09238997065653128,0.013333333333333334,0.13838361232263832
11,buerge|gastarb|pers,0.7718518518518518,0.16986559722332775,0.0764649145942244,0.006666666666666667,0.1275158990556085
11,beruf|sparkont|wohnzeit,0.7551322751322751,0.1718489596023653,0.07864681979183533,0.02,0.15442065474374023
11,buerge|laufkont|wohnzeit,0.7164021164021164,0.20347119777638337,0.14910506130403506,0.08666666666666667,0.17431537755677812
11,buerge|moral|wohnzeit,0.7553439153439153,0.17532869597966352,0.1105629303549383,0.006666666666666667,0.14247165656498784
12,sparkont|verw|wohnzeit,0.6768253968253968,0.20375607381468547,0.0999619916334449,0.02,0.18529943302672552
