domain_family,condition,repeat,seed,model,auroc_id_test,auroc_ood_test,brier_id_test,brier_ood_test,ece_id_test,ece_ood_test,delta_auroc,delta_ece,delta_brier,condition_id
ACS,unadjusted_reported_income_50000,4,20260732,logistic_regression,0.8816151019669565,0.8722294503254011,0.1332758217632522,0.1575401954141388,0.0152907765429358,0.0978158529421727,-0.00938565164155536,0.0825250763992369,0.0242643736508866,ACS|unadjusted_reported_income_50000
ACS,unadjusted_reported_income_50000,5,20260733,lightgbm,0.8888257504192534,0.8763315350956256,0.1284047638500957,0.156767551694652,0.0105219905574678,0.1022439227587156,-0.012494215323627822,0.0917219322012478,0.028362787844556314,ACS|unadjusted_reported_income_50000
ACS,unadjusted_reported_income_50000,5,20260733,logistic_regression,0.8858742491469281,0.8725859194250271,0.1300018968122603,0.1581635625382876,0.0113018228200429,0.1004677774118308,-0.013288329721901082,0.0891659545917879,0.028161665726027296,ACS|unadjusted_reported_income_50000
ACS,unadjusted_reported_income_50000,6,20260734,lightgbm,0.8882205420257117,0.8762512613830128,0.1288151678040886,0.1576504380314699,0.0102390344978324,0.1060037241152454,-0.011969280642698865,0.09576468961741301,0.028835270227381304,ACS|unadjusted_reported_income_50000
ACS,unadjusted_reported_income_50000,6,20260734,logistic_regression,0.8866236088932057,0.8725344039242859,0.129285469900359,0.1583564673058398,0.014529197422625,0.101981853117656,-0.014089204968919744,0.087452655695031,0.029070997405480803,ACS|unadjusted_reported_income_50000
ACS,unadjusted_reported_income_50000,7,20260735,lightgbm,0.8886044041898103,0.8766133689338818,0.1289846882788677,0.1561380411511503,0.0122403525664666,0.1010854459955154,-0.011991035255928595,0.0888450934290488,0.0271533528722826,ACS|unadjusted_reported_income_50000
ACS,unadjusted_reported_income_50000,7,20260735,logistic_regression,0.8849288399814699,0.8727340664435562,0.1307679027209702,0.1570877920742197,0.0081735663357614,0.0979466265170835,-0.01219477353791365,0.0897730601813221,0.026319889353249498,ACS|unadjusted_reported_income_50000
ACS,unadjusted_reported_income_50000,8,20260736,lightgbm,0.8849175226135109,0.877087649502174,0.1308936870105387,0.1559512695569984,0.0098023816027148,0.1016790260639788,-0.007829873111336871,0.091876644461264,0.025057582546459706,ACS|unadjusted_reported_income_50000
ACS,unadjusted_reported_income_50000,8,20260736,logistic_regression,0.8798852885319627,0.8724035579525293,0.133765700504694,0.1578086277187101,0.010605677284318,0.0997415765191057,-0.007481730579433354,0.08913589923478771,0.024042927214016102,ACS|unadjusted_reported_income_50000
ACS,unadjusted_reported_income_50000,9,20260737,lightgbm,0.8848967327433687,0.8759730750554224,0.1307818002216569,0.1561168044965808,0.0174673502964357,0.0989787875019289,-0.00892365768794623,0.0815114372054932,0.02533500427492391,ACS|unadjusted_reported_income_50000
ACS,unadjusted_reported_income_50000,9,20260737,logistic_regression,0.8822222892321974,0.8722309248077009,0.1319797647520546,0.1579308573806432,0.0122439030589463,0.0992206785850745,-0.00999136442449644,0.0869767755261282,0.02595109262858858,ACS|unadjusted_reported_income_50000
HeartDisease,Cleveland,0,20260728,lightgbm,0.8913255360623782,0.8250570275486927,0.116806301234946,0.1690561691667453,0.10446001535814,0.0811448702383361,-0.06626850851368549,-0.0233151451198039,0.052249867931799296,HeartDisease|Cleveland
HeartDisease,Cleveland,0,20260728,logistic_regression,0.9200779727095516,0.5723811194946482,0.1091021346483245,0.2915663133001885,0.1145559685806299,0.2025647489568539,-0.3476968532149034,0.08800878037622399,0.182464178651864,HeartDisease|Cleveland
HeartDisease,Cleveland,1,20260877,lightgbm,0.9147173489278752,0.8296411651166872,0.1046667717950978,0.1958282955398988,0.0908454254899749,0.1455961350824697,-0.08507618381118798,0.05475070959249481,0.091161523744801,HeartDisease|Cleveland
HeartDisease,Cleveland,1,20260877,logistic_regression,0.8689083820662767,0.574442884716617,0.1150847850798491,0.3156173469441417,0.1194386313527912,0.2632786556352418,-0.29446549734965977,0.14384002428245057,0.20053256186429258,HeartDisease|Cleveland
HeartDisease,Cleveland,2,20261026,lightgbm,0.888888888888889,0.8512896999473591,0.1293349392493662,0.1613152912070142,0.0759386869775871,0.0823299879387347,-0.037599188941529804,0.006391300961147595,0.03198035195764801,HeartDisease|Cleveland
HeartDisease,Cleveland,2,20261026,logistic_regression,0.8942495126705652,0.7421916125636077,0.1277575256543175,0.20937945184702,0.1441105241882319,0.068694326154731,-0.15205790010695752,-0.07541619803350089,0.0816219261927025,HeartDisease|Cleveland
HeartDisease,Cleveland,3,20261175,lightgbm,0.8313840155945419,0.8485699245481663,0.1459435653498842,0.1633806558611144,0.1644333077848179,0.0950945598040245,0.017185908953624374,-0.06933874798079341,0.017437090511230185,HeartDisease|Cleveland
HeartDisease,Cleveland,3,20261175,logistic_regression,0.8625730994152045,0.868880505351816,0.1322954723127365,0.1529387957331696,0.1329629382950055,0.0855129711047025,0.006307405936611499,-0.04744996719030299,0.020643323420433096,HeartDisease|Cleveland
HeartDisease,Cleveland,4,20261324,lightgbm,0.8981481481481481,0.8365941393226882,0.1241975610216794,0.1738167978623622,0.1351749940776355,0.1084127866758179,-0.061554008825459916,-0.026762207401817603,0.0496192368406828,HeartDisease|Cleveland
HeartDisease,Cleveland,4,20261324,logistic_regression,0.8854775828460039,0.7877697841726619,0.1267793645475802,0.1897867170706918,0.0915694269264887,0.1129311064794906,-0.097707798673342,0.021361679553001903,0.0630073525231116,HeartDisease|Cleveland
HeartDisease,Cleveland,5,20261473,lightgbm,0.9064327485380116,0.8408492718020705,0.1127267986661605,0.1665000896396377,0.1294184696595972,0.0832538336661729,-0.06558347673594112,-0.0461646359934243,0.05377329097347719,HeartDisease|Cleveland
HeartDisease,Cleveland,5,20261473,logistic_regression,0.8966861598440545,0.8585278118968239,0.1253738928346283,0.2258439295051009,0.1086250487120249,0.2256387244634206,-0.03815834794723061,0.1170136757513957,0.1004700366704726,HeartDisease|Cleveland
HeartDisease,Cleveland,6,20261622,lightgbm,0.8596491228070176,0.8469468327776803,0.1501718105910911,0.1926516464430583,0.1219186146228778,0.1600178020797989,-0.012702290029337204,0.038099187456921105,0.042479835851967185,HeartDisease|Cleveland
HeartDisease,Cleveland,6,20261622,logistic_regression,0.8854775828460039,0.8505878224249868,0.1307303290790902,0.1550876595720967,0.1166764045221722,0.1065898117199853,-0.0348897604210171,-0.010086592802186906,0.02435733049300648,HeartDisease|Cleveland
HeartDisease,Cleveland,7,20261771,lightgbm,0.878167641325536,0.8308036497631164,0.1186220461754123,0.1849482834969544,0.1168981029215973,0.1184276830686108,-0.04736399156241966,0.0015295801470135012,0.06632623732154211,HeartDisease|Cleveland
HeartDisease,Cleveland,7,20261771,logistic_regression,0.8679337231968811,0.5232496929285839,0.1373587670777955,0.4272267299450961,0.0886628426858129,0.4338942688502881,-0.3446840302682972,0.3452314261644752,0.28986796286730054,HeartDisease|Cleveland
HeartDisease,Cleveland,8,20261920,lightgbm,0.9215399610136452,0.8308036497631164,0.0966479997096584,0.1653293207491832,0.1013104405389432,0.0519042092879432,-0.09073631125052883,-0.049406231251,0.06868132103952479,HeartDisease|Cleveland
HeartDisease,Cleveland,8,20261920,logistic_regression,0.9376218323586744,0.8664239340235129,0.0976942919098417,0.1562082390552876,0.1121768776668777,0.1082731660219491,-0.07119789833516144,-0.003903711644928601,0.0585139471454459,HeartDisease|Cleveland
