key,value,value_json
acs/survey_year_adjusted_50000/ood_test/calibration_slope/mean,0.9279151553033618,
acs/survey_year_adjusted_50000/ood_test/calibration_slope/sd,0.03205543580058347,
acs/survey_year_adjusted_50000/ood_test/hcep_090/mean,0.028175589075532175,
acs/survey_year_adjusted_50000/ood_test/hcep_090/sd,0.0023739638868117193,
acs/survey_year_adjusted_50000/ood_test/aurc/mean,0.11270361983656733,
acs/survey_year_adjusted_50000/ood_test/aurc/sd,0.0008893339470805538,
acs/survey_year_adjusted_50000/ood_test/excess_aurc/mean,0.08452037579360004,
acs/survey_year_adjusted_50000/ood_test/excess_aurc/sd,0.000709645730441455,
acs/survey_year_adjusted_50000/ood_test/selection_080/selection_rate/mean,0.7908111606243647,
acs/survey_year_adjusted_50000/ood_test/selection_080/selection_rate/sd,0.006932721629057645,
acs/survey_year_adjusted_50000/ood_test/selection_080/selective_risk/mean,0.17448236923148458,
acs/survey_year_adjusted_50000/ood_test/selection_080/selective_risk/sd,0.002569002786201912,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/coverage/mean,0.8719504786334425,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/coverage/sd,0.00365462514752693,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/class0_coverage/mean,0.9416408869973601,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/class0_coverage/sd,0.00218814785055458,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/class1_coverage/mean,0.8048613345210358,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/class1_coverage/sd,0.005788367193767046,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/avg_set_size/mean,1.2369629447456347,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/avg_set_size/sd,0.009599025723925085,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/singleton_rate/mean,0.7630370552543654,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/singleton_rate/sd,0.00959902572392504,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/singleton_accuracy/mean,0.8322124081710491,
acs/survey_year_adjusted_50000/ood_test/conformal_marginal/singleton_accuracy/sd,0.002832805493022354,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/coverage/mean,0.8822464207985838,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/coverage/sd,0.004063940970402203,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/class0_coverage/mean,0.9290667215907874,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/class0_coverage/sd,0.003186144775077516,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/class1_coverage/mean,0.8371737346000522,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/class1_coverage/sd,0.008281445121653472,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/avg_set_size/mean,1.2423196533469334,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/avg_set_size/sd,0.00966090567667989,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/singleton_rate/mean,0.7576803466530667,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/singleton_rate/sd,0.00966090567667984,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/singleton_accuracy/mean,0.8446200492025199,
acs/survey_year_adjusted_50000/ood_test/conformal_label_conditional/singleton_accuracy/sd,0.003649904570906601,
acs/cpi_constant_2018usd/id_test/prevalence/mean,0.3844326127444545,
acs/cpi_constant_2018usd/id_test/prevalence/sd,0.0023012165427017946,
acs/cpi_constant_2018usd/id_test/auroc/mean,0.8831883832913151,
acs/cpi_constant_2018usd/id_test/auroc/sd,0.0034729683708649354,
acs/cpi_constant_2018usd/id_test/average_precision/mean,0.8152001694907771,
acs/cpi_constant_2018usd/id_test/average_precision/sd,0.00567023781523546,
acs/cpi_constant_2018usd/id_test/pr_skill/mean,0.6997819281696429,
acs/cpi_constant_2018usd/id_test/pr_skill/sd,0.009405843036778015,
acs/cpi_constant_2018usd/id_test/brier/mean,0.13415944371105376,
acs/cpi_constant_2018usd/id_test/brier/sd,0.0020614527052400075,
acs/cpi_constant_2018usd/id_test/log_loss/mean,0.4166031294879275,
acs/cpi_constant_2018usd/id_test/log_loss/sd,0.0057000275792812695,
acs/cpi_constant_2018usd/id_test/ece/mean,0.01344212582472297,
acs/cpi_constant_2018usd/id_test/ece/sd,0.0030991027030304284,
acs/cpi_constant_2018usd/id_test/calibration_intercept/mean,-0.004198282753838591,
acs/cpi_constant_2018usd/id_test/calibration_intercept/sd,0.018962863355320464,
acs/cpi_constant_2018usd/id_test/calibration_slope/mean,1.003794624849099,
acs/cpi_constant_2018usd/id_test/calibration_slope/sd,0.05386121932720991,
acs/cpi_constant_2018usd/id_test/hcep_090/mean,0.016068057845229838,
acs/cpi_constant_2018usd/id_test/hcep_090/sd,0.002909473581230761,
acs/cpi_constant_2018usd/id_test/aurc/mean,0.07796411497097912,
acs/cpi_constant_2018usd/id_test/aurc/sd,0.0028116277216392433,
